pl_name,pl_letter,disc_pubdate,disc_method,disc_refname,dkin_flag,ra,dec,glon,glat,pl_orbper,pl_orblper,pl_orbsmax,pl_orbincl,pl_orbtper,pl_orbeccen,cb_flag,sy_pm,sy_pmra,sy_pmdec,sy_plx,sy_dist,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_radj,pl_rade,pl_trueobliq,pl_bmassj,pl_bmasse,pl_ntranspec,sy_gaiamag,sy_tmag,sy_w1mag,sy_w4mag,hostname,sy_name,pl_ratdor,pl_imppar
Kepler-1689 b,b,2021-07,tran,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0,291.5741663,38.6559433,71.24425,10.34205,8.483,,0.0784,88.5,,0,0,11.1225791,-11.1185,0.301202,3.37116,294.122,879,,149.3,5.17,0.08446663,0.94678642,,0.00251,0.799,0,12.1077,11.678,10.665,9.1,Kepler-1689,Kepler-1689,26.24,0.0558
Kepler-169 b,b,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,285.9999204,40.9193822,71.50909,15.17842,3.250619,,0.04,85.27,,0,0,11.7271334,4.93372,10.6388,2.43105,406.529,962,,195.221,5.75,0.101,1.13,,0.00474,1.51,0,14.1617,13.5624,12.097,9.13,Kepler-169,Kepler-169,5.8,0.47
Kepler-169 c,c,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,285.9999204,40.9193822,71.50909,15.17842,6.195469,,0.062,87.06,,0,0,11.7271334,4.93372,10.6388,2.43105,406.529,776,,82.853,5.96,0.108,1.21,,0.00606,1.92,0,14.1617,13.5624,12.097,9.13,Kepler-169,Kepler-169,17.44,0.04
Kepler-169 d,d,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,285.9999204,40.9193822,71.50909,15.17842,8.348125,,0.075,86.78,,0,0,11.7271334,4.93372,10.6388,2.43105,406.529,702,,55.53,5.91,0.112,1.25,,0.0066,2.1,0,14.1617,13.5624,12.097,9.13,Kepler-169,Kepler-169,10.9,0.04
Kepler-169 e,e,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,285.9999204,40.9193822,71.50909,15.17842,13.767102,,0.105,87.99,,0,0,11.7271334,4.93372,10.6388,2.43105,406.529,595,,28.548,2.83,0.196,2.2,,0.0172,5.48,0,14.1617,13.5624,12.097,9.13,Kepler-169,Kepler-169,15.2,0.79
Kepler-169 f,f,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,285.9999204,40.9193822,71.50909,15.17842,87.090195,,0.359,89.15,,0,0,11.7271334,4.93372,10.6388,2.43105,406.529,321,,2.439,2.3,0.23,2.58,,0.0226,7.18,0,14.1617,13.5624,12.097,9.13,Kepler-169,Kepler-169,109.5,0.56
Kepler-1690 b,b,2021-07,tran,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0,288.1566649,41.8779417,73.08366,14.07622,234.636,,0.7097,89.99,,0,0,7.513347,-6.67247,-3.45377,1.39218,703.789,267,,1.2,2.05,0.25078885,2.81109223,,0.0261,8.3,0,14.6417,14.1301,12.725,8.958,Kepler-1690,Kepler-1690,267.07,0.025
Kepler-1691 b,b,2021-07,tran,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0,286.2543962,41.0218373,71.6846,15.04164,3.8482,,0.0495,88.47,,0,0,9.7300672,-3.85929,-8.93197,0.760108,1267.67,1283,,641.53,3.58,0.16368185,1.83470985,,0.0127,4.02,0,14.8807,14.4523,13.477,9.036,Kepler-1691,Kepler-1691,12.83,0.368
Kepler-1692 b,b,2021-07,tran,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0,286.9241804,47.0537092,77.67308,16.90563,5.95966,,0.0646,89.03,,0,0,19.8130856,-15.1871,-12.7244,1.66328,591.019,897,,153.48,5.68,0.09918564,1.11177184,,0.00447,1.42,0,14.5049,13.9464,12.435,9.434,Kepler-1692,Kepler-1692,15.87,0.26
Kepler-1693 b,b,2021-07,tran,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0,290.2015581,48.1857799,79.6509,15.30878,12.0999,,0.1011,89.69,,0,0,3.28533,-0.869244,-3.16825,1.28713,760.065,807,,100.37,5.67,0.11503115,1.28938413,,0.00695,2.21,0,14.7438,14.2398,13.09,9.177,Kepler-1693,Kepler-1693,26.04,0.14
Kepler-1693 c,c,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,290.2015581,48.1857799,79.6509,15.30878,5.363709927,,0.0588,89.97,,0,0,3.28533,-0.869244,-3.16825,1.28713,760.065,1059,,296.73,5.27,0.08716073,0.97698289,,0.00281,0.894,0,14.7438,14.2398,13.09,9.177,Kepler-1693,Kepler-1693,13.8,0.008
Kepler-1694 b,b,2021-07,tran,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0,293.7936339,40.241023,73.46926,9.53827,3.89526,,0.0449,89.26,,0,0,22.8514941,10.4956,20.2986,1.91937,513.329,956,,197.66,5.89,0.10526009,1.17986031,,0.00553,1.76,0,14.7519,14.1431,12.603,8.986,Kepler-1694,Kepler-1694,17.16,0.224
Kepler-1695 b,b,2021-07,tran,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0,293.6193001,46.4134015,79.01123,12.45831,4.7329,,0.0529,89.67,,0,0,17.1629283,5.66999,16.1993,1.23532,791.175,957,,198.57,5.72,0.09987412,1.11948901,,0.00458,1.46,0,14.6234,14.1342,12.941,9.406,Kepler-1695,Kepler-1695,20.8,0.377
Kepler-1696 b,b,2021-07,tran,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0,295.5761011,42.0233639,75.703,9.19024,65.9409,,0.3244,89.7,,0,0,5.8368767,5.53173,1.86255,0.6364,1506.36,454,,10.04,2.05,0.25067537,2.80982017,,0.0261,8.29,0,15.4879,14.9839,13.814,9.544,Kepler-1696,Kepler-1696,67.22,0.0108
Kepler-1697 b,b,2021-07,tran,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0,287.663331,43.4713782,74.44132,15.04776,33.4969,,0.2008,86.86,,0,0,21.902014,-10.0442,-19.4631,4.00705,247.771,630,,37.3,5.83,0.11236931,1.25954761,,0.00668,2.12,0,13.3622,12.7184,11.066,9.35,Kepler-1697,Kepler-1697,61.34,0.2291
Kepler-1698 b,b,2021-07,tran,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0,293.3450181,39.2577469,72.42374,9.38916,1.2107,,0.02065,83.56,,0,0,14.6246151,5.88246,-13.3894,4.46876,222.345,1351,,697.6,5.56,0.09574064,1.07315686,,0.00394,1.25,0,12.8761,12.2813,10.851,9.155,Kepler-1698,Kepler-1698,3.401,0.597
Kepler-1699 b,b,2021-07,tran,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0,292.1373281,48.9171579,80.88667,14.44265,3.49082,,0.0418,89.64,,0,0,14.1444282,-12.3265,-6.93702,,818.759,1010,,245.65,4.4,0.13977262,1.56671124,,0.00968,3.08,0,14.6614,14.1552,12.941,9.655,Kepler-1699,Kepler-1699,18.57,0.116
Kepler-17 b,b,2011-11,tran,<a refstr=DESERT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...14D/abstract target=ref> D&eacute;sert et al. 2011 </a>,0,298.3952437,47.8149865,81.82493,10.24166,1.4857108,,0.02591,87.2,,0.011,0,7.4018001,-3.7779,-6.36507,1.35886,720.753,1570,0.0058,1481.766,1.35,1.31,14.68,0,2.45,778.65,0,14.1311,13.6414,12.55,8.715,Kepler-17,Kepler-17,5.48,0.268
Kepler-170 b,b,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,284.5211975,41.6296562,71.75047,16.47671,7.930592,,0.08,87.79,,0,0,12.3170313,2.42327,12.0763,1.32514,738.657,899,,136.522,13.9,0.285,3.2,,0.26,82.6,0,14.3469,13.8294,12.674,8.988,Kepler-170,Kepler-170,9.5,0.76
Kepler-170 c,c,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,284.5211975,41.6296562,71.75047,16.47671,16.665863,,0.131,89.13,,0,0,12.3170313,2.42327,12.0763,1.32514,738.657,702,,50.682,2.01,0.255,2.86,,0.0269,8.55,0,14.3469,13.8294,12.674,8.988,Kepler-170,Kepler-170,31.284,0.42
Kepler-1700 b,b,2021-07,tran,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0,286.9497376,45.3537626,76.03716,16.24851,234.239,,0.76094,89.02,,0,0,12.6541815,0.882089,-12.6234,1.36476,717.597,329,,2.2,1.97,0.2588366,2.90129941,,0.0276,8.76,0,13.6285,13.221,12.213,8.831,Kepler-1700,Kepler-1700,55.4,0.944
Kepler-1701 b,b,2021-07,tran,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0,286.6088625,41.8892986,72.61899,15.13726,169.134,,0.5738,89.57,,0,0,10.5708322,0.322877,-10.5659,1.68321,584.142,273,,1.3,2.79,0.19822126,2.22186207,,0.0175,5.57,0,14.5504,14.0039,12.72,9.304,Kepler-1701,Kepler-1701,151.2,0.1775
Kepler-1702 b,b,2021-07,tran,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,0,284.9724842,44.5674794,74.73093,17.25401,18.5012,,0.1275,88.72,,0,0,12.1244496,-6.74527,-10.0749,1.13866,857.14,555,,22.4,4.28,0.14291265,1.60190793,,0.0101,3.2,0,15.7743,15.2004,13.817,9.270001,Kepler-1702,Kepler-1702,44,0.2241
Kepler-1704 b,b,2021-10,tran,<a refstr=DALBA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..154D/abstract target=ref>Dalba et al. 2021</a>,0,291.2012559,51.1442437,82.73316,15.90743,988.88112,82.4,2.027,89,2455071.88,0.92,0,8.382028,1.55879,-8.23581,1.16809,835.455,253.8,,0.342,4.07,1.066,11.94877343,,4.16,1322.16617312,0,13.2514,12.7934,11.69,9.581,Kepler-1704,Kepler-1704,256.4,0.37
Kepler-1705 b,b,2021-11,tran,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...655A..66L/abstract target=ref>Leleu et al. 2021</a>,0,301.5785316,44.3121639,79.9197,6.55518,9.03502,35,0.08,88.79,,0.033,0,2.9896925,-1.07862,-2.78834,0.584903,1633.49,789,,91.74,2.977353,0.18110478,2.03,,0.01406419,4.47,0,15.4974,14.974,,,Kepler-1705,Kepler-1705,15.21,0.32
Kepler-1705 c,c,2021-11,tran,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...655A..66L/abstract target=ref>Leleu et al. 2021</a>,0,301.5785316,44.3121639,79.9197,6.55518,11.28,-38,,88.89,,0.028,0,2.9896925,-1.07862,-2.78834,0.584903,1633.49,,,,3.528714,0.18288907,2.05,,0.01705323,5.42,0,15.4974,14.974,,,Kepler-1705,Kepler-1705,17.64,0.34
Kepler-1708 b,b,2022-01,tran,<a refstr=KIPPING_ET_AL__2022 href=https://www.nature.com/articles/s41550-021-01539-1 target=ref>Kipping et al. 2022</a>,0,296.8241065,43.6248197,77.57112,9.15634,737.1131,,1.64,,,0.4,0,5.0640372,-0.77003,-5.00515,0.572954,1666.69,245.02,,0.561,,0.88857321,9.96,,4.6,1462.0106722,0,15.6837,15.1747,14.009,9.557,Kepler-1708,Kepler-1708,317.9,0.37
Kepler-1709 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,283.3748873,43.7883708,73.53701,18.04476,65.70459747,,0.32704,89.68,,0,0,31.8710354,11.2215,29.8302,3.62163,273.946,472,,11.7,1.79,0.27872728,3.12424875,,0.0312,9.93,0,11.6176,11.2064,10.278,8.949,Kepler-1709,Kepler-1709,55,0.942
Kepler-171 b,b,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,296.7719082,41.7555958,75.89964,8.2812,4.166972,,0.05,89.89,,0,0,10.425309,3.01537,9.97971,1.1294,863.855,1053,,304.178,2.61,0.209,2.34,,0.0191,6.08,0,14.9053,14.3784,13.089,9.373,Kepler-171,Kepler-171,11.973,0.05
Kepler-171 c,c,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,296.7719082,41.7555958,75.89964,8.2812,11.463462,,0.098,89.83,,0,0,10.425309,3.01537,9.97971,1.1294,863.855,752,,78.905,2.32,0.228,2.56,,0.0223,7.08,0,14.9053,14.3784,13.089,9.373,Kepler-171,Kepler-171,34.51,0.04
Kepler-171 d,d,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,296.7719082,41.7555958,75.89964,8.2812,39.595519,,0.223,89.8,,0,0,10.425309,3.01537,9.97971,1.1294,863.855,497,,15.103,3.44,0.169,1.89,,0.0133,4.23,0,14.9053,14.3784,13.089,9.373,Kepler-171,Kepler-171,47.01,0.58
Kepler-1710 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,291.6832878,37.7514726,70.46256,9.85916,14.91110039,,0.11583,89.98,,0,0,25.4446212,-13.745,-21.4127,3.24797,305.193,694,,48.9,1.11225,0.28525707,3.19744103,,0.01099626,3.49494179,0,12.5606,12.0892,10.997,9.197,Kepler-1710,Kepler-1710,35.174,0.014
Kepler-1711 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,298.1772916,42.2370289,76.84314,7.61078,21.06080055,,0.1463,89.67,,0,0,11.5056702,-3.19764,11.0524,,590.268,669,,47.39,3.37,0.17155886,1.923,,0.0137,4.36,0,13.1844,12.7113,11.573,9.188,Kepler-1711,Kepler-1711,30.68,0.0215
Kepler-1712 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,284.998698,50.1466922,80.2389,19.19378,13.81499958,,0.0903,88.06,,0,0,20.0934847,9.37989,-17.7698,6.37055,156.264,391,,5.52,2.69,0.2037407,2.28372556,,0.0184,5.83,0,14.1997,13.219,11.023,8.845,Kepler-1712,Kepler-1712,22.7,0.9
Kepler-1713 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,287.3456737,43.3783894,74.25854,15.22309,18.01160049,,0.14185,83.74,,0,0,12.1540246,-12.1503,-0.300873,3.35779,295.293,900,,144.3,3.9,0.15315713,1.71673535,,0.0113,3.59,0,10.8652,10.5143,9.725,9.118,Kepler-1713,Kepler-1713,12.73,0.811
Kepler-1714 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,293.7164655,46.2266878,78.87078,12.31498,10.27530003,,0.10549,88.49,,0,0,13.0541279,0.294744,13.0508,2.41366,409.46,1211,,504.3,1.69,0.29122836,3.26437302,,0.0337,10.7,0,10.9663,10.5743,9.66,8.963,Kepler-1714,Kepler-1714,8.46,0.742
Kepler-1715 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,293.9297337,41.6029048,74.74287,10.07705,35.59730148,,0.22429,87.51,,0,0,11.1955025,3.15552,10.7416,1.88726,522.605,646,,53,1.24,0.36938441,4.14042267,,0.0504,16,0,12.3012,11.9182,10.979,8.773,Kepler-1715,Kepler-1715,20.6,0.41
Kepler-1716 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,297.2717207,43.3330644,77.47324,8.73059,35.58100128,,0.18836,90,,0,0,61.6832683,-25.0899,-56.35,5.08792,195.439,408,,6.3,2.49,0.21632373,2.4247685,,0.0203,6.46,0,12.9403,12.3151,10.721,9.38,Kepler-1716,Kepler-1716,70.008,0.001
Kepler-1717 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,295.2126472,49.56216,82.38598,12.91794,30.65279961,,0.2014,88.89,,0,0,7.8016952,0.323869,-7.79497,0.962586,1008.79,780,,87.69,1.89,0.26668773,2.98929758,,0.029,9.21,0,13.3,12.975,12.171,9.425,Kepler-1717,Kepler-1717,32.3,0.751
Kepler-1718 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,292.2349191,42.9094618,75.35266,11.7864,135.1880035,,0.48418,89.99,,0,0,8.007797,1.67564,7.83052,2.63424,375.522,345,,3.7,2.31,0.22914846,2.5685207,,0.0224,7.12,0,12.735,12.3023,11.265,9.202,Kepler-1718,Kepler-1718,119.823,0.76
Kepler-1719 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,284.7068546,38.9367566,69.21634,15.3225,6.149559975,,0.06868,87.37,,0,0,18.9179764,-6.18227,-17.8793,1.07562,905.406,1287,,686.9,1.32,0.35239656,3.95000623,,0.0465,14.8,0,13.3258,12.836,11.706,8.989,Kepler-1719,Kepler-1719,8.02,0.388
Kepler-172 b,b,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,283.3684093,41.821839,71.60688,17.34751,2.940309,,0.04,80.64,,0,0,4.571919,0.841549,4.4938,1.17846,828.592,1256,,639.476,2.59,0.21,2.35,,0.0193,6.12,0,14.5369,14.0124,12.595,8.791,Kepler-172,Kepler-172,8.9839,0.14
Kepler-172 c,c,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,283.3684093,41.821839,71.60688,17.34751,6.388996,,0.068,83.26,,0,0,4.571919,0.841549,4.4938,1.17846,828.592,970,,227.225,2.01,0.255,2.86,,0.0269,8.55,0,14.5369,14.0124,12.595,8.791,Kepler-172,Kepler-172,15.11,0.81
Kepler-172 d,d,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,283.3684093,41.821839,71.60688,17.34751,14.627119,,0.118,84.97,,0,0,4.571919,0.841549,4.4938,1.17846,828.592,736,,75.29,2.74,0.201,2.25,,0.0179,5.69,0,14.5369,14.0124,12.595,8.791,Kepler-172,Kepler-172,17.1,0.05
Kepler-172 e,e,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,283.3684093,41.821839,71.60688,17.34751,35.118736,,0.211,87.49,,0,0,4.571919,0.841549,4.4938,1.17846,828.592,550,,23.431,2.1,0.246,2.76,,0.0253,8.05,0,14.5369,14.0124,12.595,8.791,Kepler-172,Kepler-172,76.32,0.6
Kepler-1720 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,296.8086813,47.1718557,80.72527,10.86939,12.70639992,,0.1043,88.29,,0,0,13.4575346,5.88019,-12.1049,1.56001,629.445,697,,55.86,1.72,0.28689968,3.21585295,,0.0328,10.4,0,14.6634,14.1352,12.888,9.413,Kepler-1720,Kepler-1720,11.5,0.965
Kepler-1721 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,283.5441984,45.2256548,74.99943,18.43362,4.592380047,,0.0519,89.93,,0,0,23.015028,9.61405,20.9108,1.53046,641.374,924,,172.6,1.79,0.27822044,3.11856756,,0.0312,9.9,0,14.8762,14.324,12.969,9.387,Kepler-1721,Kepler-1721,15.8754,0.02
Kepler-1722 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,296.6627402,41.2611985,75.42329,8.11144,9.178569794,,0.0819,88.77,,0,0,12.3014784,-4.44919,-11.4687,1.26663,772.283,753,,76.14,2,0.25579424,2.86719266,,0.027,8.58,0,14.8579,14.2986,12.743,9.411,Kepler-1722,Kepler-1722,31.96,0.3185
Kepler-1723 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,294.4627362,46.8214022,79.65053,12.12381,39.75289917,,0.2249,89.96,,0,0,12.4325786,2.6917,-12.1377,1.20389,811.278,568,,24.54,1.99,0.25697838,2.88046569,,0.0272,8.65,0,14.2875,13.8407,12.726,9.702,Kepler-1723,Kepler-1723,62.43,0.931
Kepler-1724 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,296.1207272,47.9214736,81.17623,11.63223,6.45442009,,0.0683,86.67,,0,0,2.2071068,2.11036,0.646298,0.914247,1060.77,999,,234.98,2.03,0.25308032,2.83677238,,0.0265,8.43,0,14.8169,14.3436,13.223,9.204001,Kepler-1724,Kepler-1724,9.6,0.88
Kepler-1725 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,294.3735518,40.1946345,73.63689,9.12489,16.71990013,,0.13263,89.3,,0,0,0.6926373,0.134696,0.679414,1.76131,558.652,767,,84.1,2.05,0.25091645,2.8125177,,0.0261,8.31,0,13.0267,12.6252,11.702,9.373,Kepler-1725,Kepler-1725,39.585,0.0225
Kepler-1726 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,284.3861498,45.7197342,75.70415,18.05317,18.39629936,,0.12794,88.18,,0,0,3.0912715,-0.110106,3.08931,2.53159,390.552,582,,24,2.38,0.22380443,2.50861954,,0.0215,6.84,0,13.6766,13.1563,11.9,8.921,Kepler-1726,Kepler-1726,23.7,0.909
Kepler-1727 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,290.3336142,38.7282722,70.87455,11.24254,9.029299736,,0.0796,89.94,,0,0,8.8529595,-0.778089,8.8187,1.09019,894.187,757,,77.75,1.75,0.28309588,3.17321625,,0.0321,10.2,0,15.3759,14.7826,13.079,9.049,Kepler-1727,Kepler-1727,22.69,0.0207
Kepler-1728 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,287.0940046,39.0607801,70.0941,13.66878,4.782999992,,0.0535,89.99,,0,0,5.2622635,2.25824,4.75308,1.50566,651.783,886,,145.48,1.93,0.26362957,2.95501875,,0.0284,9.04,0,15.084,14.4742,13.003,9.108,Kepler-1728,Kepler-1728,16.102,0.003
Kepler-1729 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,296.6939428,42.6261145,76.64025,8.75519,4.220970154,,0.0418,85.03,,0,0,5.7569419,-3.99362,4.14649,1.70785,576.181,595,,29.68,1.34,0.34740374,3.89404186,,0.0454,14.4,0,15.6458,14.8878,13.04,9.376,Kepler-1729,Kepler-1729,8.13,0.7126
Kepler-173 b,b,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,294.6466171,41.8840952,75.2479,9.73401,4.263742,,0.048,88.44,,0,0,9.0675815,-4.13463,-8.07006,1.1718,833.165,1179,,599.495,5.66,0.115,1.29,,0.00696,2.21,0,14.2578,13.8071,12.631,9.209,Kepler-173,Kepler-173,10.7,0.25
