pl_name,pl_letter,disc_pubdate,disc_method,disc_refname,dkin_flag,ra,dec,glon,glat,pl_orbper,pl_orblper,pl_orbsmax,pl_orbincl,pl_orbtper,pl_orbeccen,cb_flag,sy_pm,sy_pmra,sy_pmdec,sy_plx,sy_dist,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_radj,pl_rade,pl_trueobliq,pl_bmassj,pl_bmasse,pl_ntranspec,sy_gaiamag,sy_tmag,sy_w1mag,sy_w4mag,hostname,sy_name,pl_ratdor,pl_imppar
Kepler-173 c,c,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,294.6466171,41.8840952,75.2479,9.73401,8.005777,,0.074,89.74,,0,0,9.0675815,-4.13463,-8.07006,1.1718,833.165,956,,258.418,2.48,0.217,2.43,,0.0204,6.48,0,14.2578,13.8071,12.631,9.209,Kepler-173,Kepler-173,20.02,0.37
Kepler-1730 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,281.9605834,43.7030386,73.08062,18.9742,13.81019974,,0.1131,88.04,,0,0,14.0450039,-5.94124,-12.7265,0.67214,1427.08,833,,113.75,1.12,0.40014746,4.48524519,,0.0577,18.4,0,15.3758,14.8937,13.812,9.275,Kepler-1730,Kepler-1730,23.2,0.791
Kepler-1731 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,291.2544229,36.7434302,69.3932,9.71021,21.76129913,,0.1399,89.95,,0,0,35.9023141,-7.79044,-35.0469,5.8553,169.948,486,,13.3,1.94,0.26166131,2.93295657,,0.0281,8.92,0,12.4974,11.8806,10.288,8.803001,Kepler-1731,Kepler-1731,137.07,0.916
Kepler-1732 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,292.2910129,37.5807686,70.52957,9.353,32.31240082,,0.2015,86.72,,0,0,7.8957719,3.56043,-7.04745,0.747525,1289.41,699,,27.05,1.25,0.36569184,4.09903273,,0.0496,15.7,0,14.7163,14.2341,13.182,9.015,Kepler-1732,Kepler-1732,18.7,0.928
Kepler-1733 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,291.1384628,37.8592447,70.3644,10.29225,9.229579926,,0.0933,89.88,,0,0,7.4068579,-3.70209,-6.4153,0.452585,2080.51,1021,,257.11,1.46,0.32436701,3.63582354,,0.0404,12.8,0,15.357,14.9313,14.049,9.418,Kepler-1733,Kepler-1733,32.12,0.0469
Kepler-1734 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,294.163167,41.4517316,74.68894,9.85217,6.796850204,,0.0714,87.32,,0,0,18.1444723,-5.91143,-17.1545,0.646345,1482.83,985,,222.91,1.82,0.27553896,3.08851092,,0.0306,9.74,0,15.3171,14.8663,13.841,9.007,Kepler-1734,Kepler-1734,6.72,0.929
Kepler-1735 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,281.0503476,47.1882005,76.36597,20.70764,7.71792984,,0.0621,89.8,,0,0,30.315397,28.8285,9.37768,4.04785,245.303,502,,15.01,5.94,0.10654772,1.19429134,,0.00578,1.84,0,15.2237,14.2628,12.164,9.634,Kepler-1735,Kepler-1735,32.37,0.0912
Kepler-1736 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,289.7766991,38.2622374,70.25324,11.43245,37.81029892,,0.2188,89.9,,0,0,6.7142312,-0.596072,-6.68772,0.67096,1430,566,,24.27,1.35,0.3458464,3.8765856,,0.0451,14.3,0,14.6161,14.1472,12.996,8.808,Kepler-1736,Kepler-1736,33.74,0.423
Kepler-1737 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,297.0148111,47.486417,81.07468,10.89645,64.61750031,,0.297,88.9,,0,0,5.8173104,-4.797,-3.29088,,,383,,5.09,0.878,0.48131049,5.395,,0.079,25.1,0,15.3741,14.7348,13.152,9.444,Kepler-1737,Kepler-1737,47,0.8919
Kepler-1738 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,296.1313474,47.4388098,80.74418,11.4003,7.674630165,,0.0781,85.69,,0,0,7.6041406,-4.92173,-5.79651,0.739337,1302.87,957,,198.67,2.04,0.25200586,2.82472883,,0.0263,8.37,0,15.4178,14.9408,13.888,9.62,Kepler-1738,Kepler-1738,12.5,0.0562
Kepler-1739 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,296.2320536,47.6788626,80.99304,11.45268,7.343709946,,0.0697,89.78,,0,0,20.5438447,-6.93925,-19.3364,1.24757,783.666,839,,117.5,2.48,0.21684115,2.43056832,,0.0204,6.48,0,14.6422,14.1672,13.073,9.204001,Kepler-1739,Kepler-1739,50.03,0.0605
Kepler-174 b,b,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,287.4389454,43.8320052,74.71852,15.33905,13.98179,,0.1,89.24,,0,0,42.9539105,-38.9605,-18.0864,2.57024,384.757,553,,24.418,3.28,0.175,1.96,,0.0142,4.5,0,14.2858,13.6906,12.175,9.366,Kepler-174,Kepler-174,37.15,0.22
Kepler-174 c,c,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,287.4389454,43.8320052,74.71852,15.33905,44.000529,,0.214,89.97,,0,0,42.9539105,-38.9605,-18.0864,2.57024,384.757,377,,5.296,4.7,0.133,1.49,,0.00889,2.83,0,14.2858,13.6906,12.175,9.366,Kepler-174,Kepler-174,66.49,0.11
Kepler-174 d,d,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,287.4389454,43.8320052,74.71852,15.33905,247.35373,,0.677,89.99,,0,0,42.9539105,-38.9605,-18.0864,2.57024,384.757,212,,0.53,2.84,0.195,2.19,,0.0171,5.43,0,14.2858,13.6906,12.175,9.366,Kepler-174,Kepler-174,224.6,0.09
Kepler-1740 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,293.873663,38.9224548,72.31602,8.87006,8.172400475,,0.0779,82.8,,0,0,8.5164999,8.38722,-1.47828,0.9144,1061.77,858,,127.95,1.65,0.29647782,3.32321414,,0.0347,11,0,15.2863,14.7909,13.618,9.448,Kepler-1740,Kepler-1740,6.96,0.942
Kepler-1741 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,292.577073,39.120939,72.02363,9.85538,2.757590055,,0.0296,89.77,,0,0,11.8574268,6.14547,10.1406,3.66526,270.739,615,,33.79,5.75,0.11356965,1.273,,0.00681,2.16,0,15.6903,14.7582,12.382,8.915,Kepler-1741,Kepler-1741,19.57,0.093
Kepler-1742 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,286.9668086,44.9924315,75.69421,16.09948,49.47819901,,0.2587,89.98,,0,0,8.7004749,-3.81749,-7.81825,1.4648,669.573,462,,10.73,2.86,0.19433001,2.1782413,,0.0169,5.38,0,14.3735,13.89,12.736,9.154,Kepler-1742,Kepler-1742,154.5,0.048
Kepler-1743 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,290.5523552,48.1262575,79.69274,15.07071,7.649710178,,0.084,77.52,,0,0,0.9813192,0.889917,0.413564,1.82727,538.807,1144,,515,4.28,0.14264188,1.59887007,,0.01,3.18,0,11.9354,11.4927,10.483,9.115,Kepler-1743,Kepler-1743,7.55,0.571
Kepler-1744 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,291.0206823,42.4624633,74.54269,12.39401,37.10110092,,0.20945,89.52,,0,0,3.4564091,-1.88919,2.89443,0.887717,1091.63,532,,21,1.4,0.33611799,3.76754004,,0.0429,13.6,0,15.2558,14.7612,13.494,9.201,Kepler-1744,Kepler-1744,43.8,0.55
Kepler-1745 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,293.4689924,42.8223582,75.6866,10.93874,3.016190052,,0.0408,82.72,,0,0,11.2218485,0.16739,-11.2206,0.975743,996.105,1449,,1044.49,3.35,0.17206999,1.92872921,,0.0138,4.38,0,14.8649,14.3864,13.19,9.315,Kepler-1745,Kepler-1745,8.69,0.0297
Kepler-1746 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,288.3203979,42.2613874,73.49581,14.12111,321.2120056,,0.94082,89.86,,0,0,11.8231158,-8.53586,-8.18078,0.992175,979.541,310,,3.4,0.455,0.79713267,8.93504475,,0.186,59.1,0,13.4903,13.1139,12.205,9.41,Kepler-1746,Kepler-1746,377,0.8577
Kepler-1747 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,284.2096557,45.258082,75.20398,18.00601,6.230319977,,0.066,87.55,,0,0,5.041988,1.37238,4.85162,0.728415,1321.38,875,,138.33,1.19,0.38050561,4.26508,,0.053,16.8,0,15.9687,15.4109,14.16,9.422,Kepler-1747,Kepler-1747,30.75,0.92
Kepler-1748 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,285.967897,45.7390789,76.14092,17.03042,5.823520184,,0.0615,85.35,,0,0,5.1834208,1.10715,5.0638,0.895087,1083.28,955,,196.33,2.15,0.24201578,2.71275017,,0.0246,7.81,0,15.8529,15.3353,14.027,8.71,Kepler-1748,Kepler-1748,7.8,0.931
Kepler-1749 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,290.2945805,45.5645196,77.20386,14.17954,14.53409958,,0.0956,88.07,,0,0,18.0054048,-0.147575,-18.0048,3.69973,268.2,420,,7.34,4.23,0.14390406,1.61301783,,0.0102,3.23,0,14.6958,13.8749,11.684,9.491,Kepler-1749,Kepler-1749,31.6,0.44
Kepler-175 b,b,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,289.553232,43.876116,75.39446,13.96113,11.903515,,0.105,88.78,,0,0,15.3201367,-6.30207,-13.9639,0.733467,1312.34,827,,129.639,2.32,0.228,2.56,,0.0223,7.08,0,14.9115,14.4428,13.367,9.114,Kepler-175,Kepler-175,17.8,0.09
Kepler-175 c,c,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,289.553232,43.876116,75.39446,13.96113,34.035257,,0.213,89.23,,0,0,15.3201367,-6.30207,-13.9639,0.733467,1312.34,583,,31.95,1.81,0.277,3.1,,0.0308,9.8,0,14.9115,14.4428,13.367,9.114,Kepler-175,Kepler-175,20.7,0.85
Kepler-1750 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,292.3514917,48.5110714,80.56864,14.14282,205.9120026,,0.6785,89.93,,0,0,3.3900752,2.82049,1.88081,0.639291,1497.33,298,,1.85,0.764,0.53567283,6.00434637,,0.0947,30.1,0,15.5339,15.0292,13.881,9.479,Kepler-1750,Kepler-1750,161.5,0.844
Kepler-1751 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,284.8465476,49.6923412,79.75107,19.13301,7.017310143,,0.0712,87.34,,0,0,13.9829344,-9.44968,-10.3066,0.745576,1291.47,984,,221.46,3.6,0.16274216,1.82417378,,0.0125,3.98,0,15.232,14.7743,13.633,9.488,Kepler-1751,Kepler-1751,12.53,0.581
Kepler-1752 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,290.8541401,51.2227435,82.71749,16.13825,56.35850143,,0.2698,88.46,,0,0,14.5114314,-5.98287,-13.2207,1.0103,962.888,419,,7.29,1.1,0.40508631,4.54060463,,0.059,18.7,0,15.796,15.2363,13.89,9.835,Kepler-1752,Kepler-1752,33.7,0.906
Kepler-1753 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,288.236664,46.6058744,77.59797,15.9048,16.00460052,,0.1179,89,,0,0,8.2501546,-2.20068,-7.95123,1.38477,707.688,583,,27.41,2.78,0.19866042,2.22678077,,0.0176,5.59,0,15.5134,14.9283,13.518,9.276,Kepler-1753,Kepler-1753,31.9,0.0246
Kepler-1754 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,295.4570818,50.0771838,82.93049,13.01042,8.195949554,,0.0718,89.34,,0,0,6.2469053,-6.24431,0.18005,1.36346,718.945,672,,48.2,2.47,0.21767948,2.43996509,,0.0205,6.53,0,15.8578,15.16,13.473,9.082,Kepler-1754,Kepler-1754,22.04,0.252
Kepler-1755 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,296.846092,40.1385777,74.50399,7.44064,24.81209946,,0.1668,89.96,,0,0,20.0184025,-13.605,-14.6847,0.989745,982.383,631,,37.43,0.78,0.52786987,5.91688317,,0.0924,29.4,0,14.3856,13.9165,12.7,9.162,Kepler-1755,Kepler-1755,61.21,0.957
Kepler-1756 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,294.364904,40.7208898,74.10488,9.37714,2.355750084,,0.0319,86.77,,0,0,6.8989256,6.82211,1.02664,,,1093,,338.4,4.77,0.13132322,1.47199944,,0.00871,2.77,0,15.6634,15.0357,13.46,9.281,Kepler-1756,Kepler-1756,10.21,0.2003
Kepler-1757 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,297.7397823,46.9418957,80.8305,10.20264,19.65640068,,0.1335,87.07,,0,0,7.2655152,-7.26481,-0.101223,1.21039,807.308,549,,21.5,1.93,0.26287872,2.94660251,,0.0283,8.99,0,15.3679,14.7917,13.45,9.318,Kepler-1757,Kepler-1757,17.6,0.969
Kepler-1758 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,297.7968197,39.9213378,74.67765,6.70075,9.977210045,,0.0919,89.99,,0,0,15.9515536,-13.834,-7.94182,0.602226,1588.41,1028,,93.64,2.31,0.22933382,2.57059831,,0.0224,7.13,0,14.9449,14.4303,13.222,8.967,Kepler-1758,Kepler-1758,7.8,0.812
Kepler-1759 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,298.4656275,48.5593334,82.50797,10.56558,3.720230103,,0.0429,88.63,,0,0,33.5348409,-30.7021,-13.4895,2.56635,385.348,954,,195.7,5.03,0.08062991,0.9037791,,0.00213,0.676,0,14.2601,13.642,12.081,9.075,Kepler-1759,Kepler-1759,14.75,0.42
Kepler-176 b,b,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,294.6679021,43.8532104,77.02616,10.63645,5.433074,,0.058,86.69,,0,0,19.8995036,-15.0302,-13.0416,1.86777,527.321,841,,123.802,179,0.128,1.43,,0.91413163,290.537,0,14.5446,13.9508,12.456,9.094,Kepler-176,Kepler-176,17.72,0.07
Kepler-176 c,c,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,294.6679021,43.8532104,77.02616,10.63645,12.759712,,0.102,88.25,,0,0,19.8995036,-15.0302,-13.0416,1.86777,527.321,633,,39.631,0.487,0.232,2.6,,0.00418465,1.33,0,14.5446,13.9508,12.456,9.094,Kepler-176,Kepler-176,27.65,0.47
Kepler-176 d,d,2014-03,tran,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0,294.6679021,43.8532104,77.02616,10.63645,25.751974,,0.163,89.53,,0,0,19.8995036,-15.0302,-13.0416,1.86777,527.321,501,,15.536,0.6,0.224,2.51,,0.00541173,1.72,0,14.5446,13.9508,12.456,9.094,Kepler-176,Kepler-176,34,0.66
Kepler-176 e,e,2016-05,tran,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0,294.6679021,43.8532104,77.02616,10.63645,51.16579,,0.25654,89.08,,0,0,19.8995036,-15.0302,-13.0416,1.86777,527.321,398,,6.22,0.041,0.12936034,1.45,,0.00163846,0.52075,0,14.5446,13.9508,12.456,9.094,Kepler-176,Kepler-176,51,0.82
Kepler-1760 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,284.1326058,48.8251452,78.72046,19.28106,38.3260994,,0.2084,88.34,,0,0,8.8518331,-4.36126,7.70288,,,480,,12.56,2.68,0.20429649,2.28995546,,0.0184,5.86,0,14.3017,13.7619,12.5,9.531,Kepler-1760,Kepler-1760,33.3,0.963
Kepler-1761 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,284.1329728,49.1426325,79.03781,19.38653,4.043540001,,0.0413,78.42,,0,0,17.6519395,15.6437,8.17714,4.49228,221.186,613,,33.34,5.12,0.12410549,1.39109603,,0.00791,2.51,0,14.898,13.9051,11.7,9.675,Kepler-1761,Kepler-1761,4.9,0.154
Kepler-1762 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,290.4931471,39.7855117,71.90027,11.59203,29.53910065,,0.204,89.78,,0,0,1.4274696,-0.607836,1.29159,0.572829,1663.74,714,,61.49,2.1,0.24625157,2.76022913,,0.0253,8.05,0,15.083,14.6824,13.792,8.913,Kepler-1762,Kepler-1762,54.94,0.213
Kepler-1763 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,294.1130368,40.3628861,73.69343,9.37925,1.480280042,,0.0257,89.28,,0,0,15.9762427,-5.94359,-14.8295,1.29324,756.486,1822,,2597.27,5.8,0.10228524,1.14651332,,0.00499,1.59,0,13.5105,13.0851,12.084,8.819,Kepler-1763,Kepler-1763,4.612,0.77
Kepler-1764 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,293.8799047,41.3938374,74.53703,10.01365,70.46829987,,0.3512,89.98,,0,0,5.663339,3.52896,4.42943,0.620325,1542.48,511,,16.17,1.09,0.40639545,4.55527871,,0.0593,18.8,0,14.7454,14.3207,13.405,9.081,Kepler-1764,Kepler-1764,83.15,0.0476
Kepler-1765 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,298.0144601,42.9574314,77.41317,8.0739,10.41889954,,0.0917,86.74,,0,0,9.0717297,0.862974,-9.03059,1.27973,764.456,855,,126.48,2.4,0.22259728,2.49508857,,0.0213,6.78,0,14.8213,14.282,13.019,9.228,Kepler-1765,Kepler-1765,28.88,0.1256
Kepler-1766 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,294.2772343,46.6752351,79.4584,12.17114,105.0149994,,0.4161,88.6,,0,0,9.6573105,-9.03036,-3.4229,1.96639,501.229,406,,7.8,2.7,0.20332313,2.27904508,,0.0183,5.81,0,12.8705,12.4463,11.456,9.14,Kepler-1766,Kepler-1766,39.2,0.6112
Kepler-1767 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,293.6441248,46.9896696,79.54791,12.69918,59.65829849,,0.2873,88.38,,0,0,17.4302316,-3.94941,-16.9769,1.19062,820.506,393,,5.66,1.88,0.26880149,3.01299077,,0.0294,9.34,0,15.7151,15.1591,13.838,9.475,Kepler-1767,Kepler-1767,33.8,0.9319
Kepler-1768 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,299.9572335,44.7718851,79.70836,7.78099,15.13589954,,0.1286,89.44,,0,0,0.7493309,0.641082,-0.387957,1.55159,632.766,933,,179.16,2.77,0.1992566,2.23346338,,0.0177,5.62,0,13.4376,12.9639,11.913,9.541,Kepler-1768,Kepler-1768,53.65,0.983
Kepler-1769 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,294.7433755,43.4611633,76.69865,10.40623,89.1934967,,0.40598,89.99,,0,0,9.8700893,7.73946,-6.12531,2.25236,438.412,483,,8.9,1.12,0.39834131,4.465,,0.0573,18.2,0,12.445,12.0487,11.105,9.385,Kepler-1769,Kepler-1769,174.5,0.015
Kepler-177 b,b,2014-02,tran,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0,286.0471442,45.0532038,75.49689,16.72431,36.8601,,0.21101,89.93,,0,0,4.182543,4.0506,-1.04226,0.667813,1435.44,549,,30.4,0.75,0.31224909,3.5,,0.0183746,5.84,0,14.9414,14.4957,13.455,9.47,Kepler-177,Kepler-177,38.43,0.474
Kepler-177 c,c,2014-02,tran,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0,286.0471442,45.0532038,75.49689,16.72431,49.40926,,0.25655,88.795,,0,0,4.182543,4.0506,-1.04226,0.667813,1435.44,497,,25.4,0.121,0.77883843,8.73,,0.04625114,14.7,0,14.9414,14.4957,13.455,9.47,Kepler-177,Kepler-177,42.08,0.8848
Kepler-1770 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,299.2502851,43.4103663,78.26557,7.52261,16.84189987,,0.1261,88.95,,0,0,17.4413704,-5.6546,-16.4993,1.68672,582.942,699,,56.43,2.02,0.25349473,2.84141754,,0.0266,8.45,0,14.2972,13.766,12.338,9.672,Kepler-1770,Kepler-1770,51.13,0.0299
Kepler-1771 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,292.0134714,49.0191267,80.94695,14.55928,88.64399719,,0.3815,89.34,,0,0,8.8734295,3.55494,8.1302,,565.752,391,,5.51,1.28,0.36179673,4.05537256,,0.0487,15.5,0,13.7005,13.2433,12.115,9.185,Kepler-1771,Kepler-1771,44,0.883
Kepler-1772 b,b,2022-02,tran,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0,289.4381201,39.2703594,71.06697,12.10432,3.215090036,,0.04391,63.99,,0,0,1.5758545,1.18388,1.04007,1.11863,871.564,1155,,1485,2.18,0.23963819,2.68609988,,0.0242,7.68,0,13.3948,12.89,11.707,9,Kepler-1772,Kepler-1772,6.382,0.849
