sy_name,sy_snum,sy_pnum,sy_mnum,cb_flag,ra,dec,glon,glat,sy_dist,sy_plx,sy_pm,sy_pmra,sy_pmdec,sy_gaiamag,sy_tmag,sy_vmag,sy_jmag,sy_kmag,sy_w1mag,sy_w4mag
KOI-7368,1,1,0,0,293.9476365,48.0652589,80.62989,12.99257,264.995,3.7449,3.5473104,2.84572,2.11785,12.8094,12.2288,12.969,11.296,10.794,10.764,9.753
KOI-7368,1,1,0,0,293.9476365,48.0652589,80.62989,12.99257,264.995,3.7449,3.5473104,2.84572,2.11785,12.8094,12.2288,12.969,11.296,10.794,10.764,9.753
KOI-7892,1,3,0,0,282.3775397,44.694569,74.17444,19.02783,1072.3,0.90386,4.1319544,2.8337,-3.00719,14.2165,13.8263,14.411,13.26,12.966,12.945,9.437
KOI-7892,1,3,0,0,282.3775397,44.694569,74.17444,19.02783,1072.3,0.90386,4.1319544,2.8337,-3.00719,14.2165,13.8263,14.411,13.26,12.966,12.945,9.437
KOI-7913,2,1,0,0,286.7485252,45.1587234,75.79314,16.30536,271.277,3.65739,2.6833047,2.49304,0.992409,14.2239,13.4497,14.23,12.274,11.212,10.788,9.022
KOI-7913,2,1,0,0,286.7485252,45.1587234,75.79314,16.30536,271.277,3.65739,2.6833047,2.49304,0.992409,14.2239,13.4497,14.23,12.274,11.212,10.788,9.022
KOI-94,2,4,0,0,297.3330716,41.8911186,76.22605,7.98316,477.052,2.0676,2.3935464,1.9665,1.36453,12.1882,11.7889,12.314,11.218,10.926,10.778,9.546
KOI-94,2,4,0,0,297.3330716,41.8911186,76.22605,7.98316,477.052,2.0676,2.3935464,1.9665,1.36453,12.1882,11.7889,12.314,11.218,10.926,10.778,9.546
KOI-984,1,2,0,0,291.0489438,36.8400772,69.40595,9.90063,252.667,,58.4139074,36.3017,45.7643,,11.517,12.795,10.457,10.016,9.868,8.99
KOI-984,1,2,0,0,291.0489438,36.8400772,69.40595,9.90063,252.667,,58.4139074,36.3017,45.7643,,11.517,12.795,10.457,10.016,9.868,8.99
KPS-1,1,1,0,0,165.167198,64.9638452,140.12745,48.29956,262.706,3.778,39.4033699,-22.3885,-32.425,12.7933,12.212,12.97,11.41,10.931,10.852,9.018
KPS-1,1,1,0,0,165.167198,64.9638452,140.12745,48.29956,262.706,3.778,39.4033699,-22.3885,-32.425,12.7933,12.212,12.97,11.41,10.931,10.852,9.018
Kapteyn,1,1,0,0,77.9586613,-45.0430198,250.56446,-35.97592,3.93305,254.226,8644.9046131,6491.47,-5709.22,8.06198,7.05289,8.86,5.821,5.049,4.921,4.6
Kapteyn,1,1,0,0,77.9586613,-45.0430198,250.56446,-35.97592,3.93305,254.226,8644.9046131,6491.47,-5709.22,8.06198,7.05289,8.86,5.821,5.049,4.921,4.6
Kepler-10,1,3,0,0,285.679298,50.2414842,80.48988,18.81626,185.506,5.36185,45.3461486,-18.3937,41.4481,10.9191,10.4767,11.043,9.889,9.496,9.44,9.403
Kepler-10,1,3,0,0,285.679298,50.2414842,80.48988,18.81626,185.506,5.36185,45.3461486,-18.3937,41.4481,10.9191,10.4767,11.043,9.889,9.496,9.44,9.403
Kepler-100,1,4,0,0,291.3861294,41.9901394,74.22764,11.94515,304.645,3.2537,34.7865814,19.9077,-28.527,11.1293,10.6983,11.055,10.081,9.768,9.729,8.96
Kepler-100,1,4,0,0,291.3861294,41.9901394,74.22764,11.94515,304.645,3.2537,34.7865814,19.9077,-28.527,11.1293,10.6983,11.055,10.081,9.768,9.729,8.96
Kepler-1000,1,1,0,0,286.6854729,47.0981948,77.6531,17.07309,1115.62,0.867489,6.4669742,-4.27186,-4.8552,13.1923,12.8515,13.23,12.319,12.094,12.097,9.478
Kepler-1000,1,1,0,0,286.6854729,47.0981948,77.6531,17.07309,1115.62,0.867489,6.4669742,-4.27186,-4.8552,13.1923,12.8515,13.23,12.319,12.094,12.097,9.478
Kepler-1001,1,2,0,0,286.2739151,48.6186972,79.03209,17.88434,928.978,1.04803,2.8438942,-2.1728,-1.83485,15.3302,14.8154,15.582,14.109,13.662,13.594,9.582
Kepler-1001,1,2,0,0,286.2739151,48.6186972,79.03209,17.88434,928.978,1.04803,2.8438942,-2.1728,-1.83485,15.3302,14.8154,15.582,14.109,13.662,13.594,9.582
Kepler-1002,1,1,0,0,293.0794629,43.073677,75.78378,11.30666,408.303,0.697864,15.1029798,0.3,-15.1,11.6475,11.254,11.821,10.689,10.374,10.313,8.753
Kepler-1002,1,1,0,0,293.0794629,43.073677,75.78378,11.30666,408.303,0.697864,15.1029798,0.3,-15.1,11.6475,11.254,11.821,10.689,10.374,10.313,8.753
Kepler-1003,1,1,0,0,292.0204349,44.8762427,77.09295,12.78677,941.902,1.03299,4.9916336,-2.05734,4.54794,14.0225,13.5821,14.132,12.95,12.623,12.544,8.906
Kepler-1003,1,1,0,0,292.0204349,44.8762427,77.09295,12.78677,941.902,1.03299,4.9916336,-2.05734,4.54794,14.0225,13.5821,14.132,12.95,12.623,12.544,8.906
Kepler-1004,1,1,0,0,297.3593427,49.7975464,83.25836,11.7961,1152.68,0.839382,5.1979227,2.08044,4.76342,13.3998,12.7216,13.705,11.7,11.06,10.996,8.927
Kepler-1004,1,1,0,0,297.3593427,49.7975464,83.25836,11.7961,1152.68,0.839382,5.1979227,2.08044,4.76342,13.3998,12.7216,13.705,11.7,11.06,10.996,8.927
Kepler-1005,1,1,0,0,286.2858998,43.3205085,73.8928,15.91092,567.806,1.7323,17.5000576,-14.6233,9.61307,13.1838,12.7409,13.371,12.091,11.718,11.686,9.019
Kepler-1005,1,1,0,0,286.2858998,43.3205085,73.8928,15.91092,567.806,1.7323,17.5000576,-14.6233,9.61307,13.1838,12.7409,13.371,12.091,11.718,11.686,9.019
Kepler-1006,1,1,0,0,295.7542063,42.5373065,76.22446,9.31915,1081.738,,14.8650065,3.90985,-14.3416,,13.898,14.467,13.053,12.502,12.429,9.234
Kepler-1006,1,1,0,0,295.7542063,42.5373065,76.22446,9.31915,1081.738,,14.8650065,3.90985,-14.3416,,13.898,14.467,13.053,12.502,12.429,9.234
Kepler-1007,1,1,0,0,295.9065297,45.8090893,79.20378,10.77201,365,2.1649228,9.3089548,-4.6058,-8.0897,14.7347,14.0009,14.981,12.94,12.224,12.16,9.527
Kepler-1007,1,1,0,0,295.9065297,45.8090893,79.20378,10.77201,365,2.1649228,9.3089548,-4.6058,-8.0897,14.7347,14.0009,14.981,12.94,12.224,12.16,9.527
Kepler-1008,2,1,0,0,296.5476395,44.9418307,78.64493,9.96408,282.565,3.51014,23.0988293,14.4799,-17.9969,13.379,12.783,13.59,11.93,11.378,11.313,9.238
Kepler-1008,2,1,0,0,296.5476395,44.9418307,78.64493,9.96408,282.565,3.51014,23.0988293,14.4799,-17.9969,13.379,12.783,13.59,11.93,11.378,11.313,9.238
Kepler-1009,1,1,0,0,282.8598614,42.6658336,72.29321,18.00052,355.019,2.79009,17.6633445,-5.51987,16.7787,15.3014,14.3615,15.758,13.192,12.347,12.257,8.892
Kepler-1009,1,1,0,0,282.8598614,42.6658336,72.29321,18.00052,355.019,2.79009,17.6633445,-5.51987,16.7787,15.3014,14.3615,15.758,13.192,12.347,12.257,8.892
Kepler-101,1,2,0,0,283.255507,48.3552474,78.04679,19.67348,927.981,1.04884,6.9361955,0.713214,6.89943,13.5672,13.0805,13.7,12.403,12.011,11.975,9.176
Kepler-101,1,2,0,0,283.255507,48.3552474,78.04679,19.67348,927.981,1.04884,6.9361955,0.713214,6.89943,13.5672,13.0805,13.7,12.403,12.011,11.975,9.176
Kepler-1010,1,1,0,0,289.1926026,44.1493165,75.54157,14.30978,579.273,1.69765,5.1939583,-4.39711,2.76453,14.6875,14.124,14.964,13.293,12.771,12.743,8.732
Kepler-1010,1,1,0,0,289.1926026,44.1493165,75.54157,14.30978,579.273,1.69765,5.1939583,-4.39711,2.76453,14.6875,14.124,14.964,13.293,12.771,12.743,8.732
Kepler-1011,1,1,0,0,297.4015491,46.8239976,80.61187,10.34778,736.779,1.32886,3.0630409,-1.60355,-2.60976,15.2028,14.6226,15.294,13.832,13.361,13.273,9.346
Kepler-1011,1,1,0,0,297.4015491,46.8239976,80.61187,10.34778,736.779,1.32886,3.0630409,-1.60355,-2.60976,15.2028,14.6226,15.294,13.832,13.361,13.273,9.346
Kepler-1012,1,1,0,0,289.2962253,46.4579889,77.75547,15.17668,411.077,2.40375,4.7089753,-2.11391,4.20783,13.3154,12.8119,13.486,12.064,11.664,11.649,9.367
Kepler-1012,1,1,0,0,289.2962253,46.4579889,77.75547,15.17668,411.077,2.40375,4.7089753,-2.11391,4.20783,13.3154,12.8119,13.486,12.064,11.664,11.649,9.367
Kepler-1013,1,1,0,0,290.2481023,44.4352935,76.13159,13.73979,422.246,2.33949,10.6592773,1.80814,10.5048,14.4077,13.7674,14.563,12.881,12.289,12.237,9.259
Kepler-1013,1,1,0,0,290.2481023,44.4352935,76.13159,13.73979,422.246,2.33949,10.6592773,1.80814,10.5048,14.4077,13.7674,14.563,12.881,12.289,12.237,9.259
Kepler-1014,1,1,0,0,285.1219875,44.1105331,74.32695,16.98722,624.8,1.57173,11.8924379,-7.43315,-9.28323,14.6265,14.0956,14.866,13.37,12.898,12.854,9.176
Kepler-1014,1,1,0,0,285.1219875,44.1105331,74.32695,16.98722,624.8,1.57173,11.8924379,-7.43315,-9.28323,14.6265,14.0956,14.866,13.37,12.898,12.854,9.176
Kepler-1015,1,1,0,0,292.7573088,43.4268439,75.99888,11.67457,739.357,1.32423,7.694288,-0.145083,-7.69292,12.7586,12.4222,12.825,11.887,11.684,11.662,9.224
Kepler-1015,1,1,0,0,292.7573088,43.4268439,75.99888,11.67457,739.357,1.32423,7.694288,-0.145083,-7.69292,12.7586,12.4222,12.825,11.887,11.684,11.662,9.224
Kepler-1016,1,2,0,0,294.613689,45.9846265,78.93727,11.65065,1402.82,0.684883,2.6102771,2.33053,1.17566,15.3193,14.841,15.531,14.179,13.728,13.652,9.458
Kepler-1016,1,2,0,0,294.613689,45.9846265,78.93727,11.65065,1402.82,0.684883,2.6102771,2.33053,1.17566,15.3193,14.841,15.531,14.179,13.728,13.652,9.458
Kepler-1017,1,1,0,0,283.469299,40.1325185,69.992,16.65844,552.058,1.78257,16.8623753,-6.63113,-15.5038,14.1153,13.5818,14.315,12.838,12.396,12.3,9.368
Kepler-1017,1,1,0,0,283.469299,40.1325185,69.992,16.65844,552.058,1.78257,16.8623753,-6.63113,-15.5038,14.1153,13.5818,14.315,12.838,12.396,12.3,9.368
Kepler-1018,1,1,0,0,283.5967317,45.4078654,75.19311,18.46206,1010.01,0.961555,5.6215016,5.57498,-0.721719,15.0142,14.517,15.103,13.838,13.373,13.366,9.559
Kepler-1019,1,1,0,0,283.7175909,47.2043818,77.00583,18.99813,194.182,5.12086,18.7627879,3.82676,-18.3684,13.5934,12.8455,13.882,11.767,11.003,10.96,9.432
Kepler-1018,1,1,0,0,283.5967317,45.4078654,75.19311,18.46206,1010.01,0.961555,5.6215016,5.57498,-0.721719,15.0142,14.517,15.103,13.838,13.373,13.366,9.559
Kepler-1019,1,1,0,0,283.7175909,47.2043818,77.00583,18.99813,194.182,5.12086,18.7627879,3.82676,-18.3684,13.5934,12.8455,13.882,11.767,11.003,10.96,9.432
Kepler-102,1,5,0,0,281.4824731,47.2078263,76.48359,20.43475,107.796,9.24784,59.6152716,-41.1425,-43.1425,11.4784,10.8515,12.072,9.984,9.351,9.307,9.033
Kepler-102,1,5,0,0,281.4824731,47.2078263,76.48359,20.43475,107.796,9.24784,59.6152716,-41.1425,-43.1425,11.4784,10.8515,12.072,9.984,9.351,9.307,9.033
Kepler-1020,1,1,0,0,292.672471,46.3772776,78.68313,13.02867,415.358,2.37893,32.2232623,-10.9262,-30.3143,13.9833,13.4392,14.211,12.654,12.15,12.123,9.381
Kepler-1020,1,1,0,0,292.672471,46.3772776,78.68313,13.02867,415.358,2.37893,32.2232623,-10.9262,-30.3143,13.9833,13.4392,14.211,12.654,12.15,12.123,9.381
Kepler-1021,1,1,0,0,295.2048999,42.5596699,76.04997,9.6861,810.082,1.20647,0.9770519,-0.95542,-0.204458,15.1734,14.6172,15.207,13.833,13.332,13.256,9.244
Kepler-1021,1,1,0,0,295.2048999,42.5596699,76.04997,9.6861,810.082,1.20647,0.9770519,-0.95542,-0.204458,15.1734,14.6172,15.207,13.833,13.332,13.256,9.244
Kepler-1022,1,1,0,0,289.3520595,46.9736345,78.26128,15.34767,420.042,2.35234,17.3590315,5.74902,-16.3794,15.3772,14.6155,15.758,13.54,12.821,12.747,9.473
Kepler-1023,1,1,0,0,289.0297232,49.7697034,80.85082,16.63901,694.175,1.41206,7.7872498,-6.42912,-4.39405,14.502,13.9669,14.7121,13.243,12.762,12.716,9.573
Kepler-1022,1,1,0,0,289.3520595,46.9736345,78.26128,15.34767,420.042,2.35234,17.3590315,5.74902,-16.3794,15.3772,14.6155,15.758,13.54,12.821,12.747,9.473
Kepler-1024,1,1,0,0,291.9510277,38.2516419,71.01226,9.89663,1087.4,0.8931,4.2387362,2.03313,-3.71931,16.0064,15.4243,16.272,14.589,14.05,13.828,9.26
Kepler-1023,1,1,0,0,289.0297232,49.7697034,80.85082,16.63901,694.175,1.41206,7.7872498,-6.42912,-4.39405,14.502,13.9669,14.7121,13.243,12.762,12.716,9.573
Kepler-1025,1,1,0,0,284.510214,43.9615628,74.0137,17.34224,803.776,1.21639,20.2099576,4.41598,-19.7216,13.5557,13.1599,13.695,12.572,12.217,12.209,9.401
Kepler-1024,1,1,0,0,291.9510277,38.2516419,71.01226,9.89663,1087.4,0.8931,4.2387362,2.03313,-3.71931,16.0064,15.4243,16.272,14.589,14.05,13.828,9.26
Kepler-1026,1,1,0,0,283.6053012,39.9979286,69.90191,16.51184,351.239,2.81831,13.6848863,6.51088,-12.0368,14.2019,13.5766,14.463,12.686,12.077,12.025,8.978
Kepler-1027,2,1,0,0,287.5711746,42.8138159,73.78894,14.84869,405.104,2.44005,22.8959013,1.02826,-22.8728,12.8401,12.3237,12.994,11.542,11.119,11.082,8.821
Kepler-1025,1,1,0,0,284.510214,43.9615628,74.0137,17.34224,803.776,1.21639,20.2099576,4.41598,-19.7216,13.5557,13.1599,13.695,12.572,12.217,12.209,9.401
Kepler-1028,1,1,0,0,289.5931004,49.7812447,81.00863,16.30795,607.916,1.61619,19.1974309,-1.77496,19.1152,14.3098,13.8156,14.611,13.124,12.63,12.612,9.659
Kepler-1026,1,1,0,0,283.6053012,39.9979286,69.90191,16.51184,351.239,2.81831,13.6848863,6.51088,-12.0368,14.2019,13.5766,14.463,12.686,12.077,12.025,8.978
Kepler-1029,1,1,0,0,292.1328738,41.5474786,74.07265,11.25011,366.656,2.69858,21.2337144,-15.3797,-14.6402,14.3009,13.6699,14.434,12.766,12.169,12.052,9.102
Kepler-1027,2,1,0,0,287.5711746,42.8138159,73.78894,14.84869,405.104,2.44005,22.8959013,1.02826,-22.8728,12.8401,12.3237,12.994,11.542,11.119,11.082,8.821
Kepler-103,1,2,0,0,288.9845512,40.0644857,71.65202,12.75709,494.832,1.9923,8.9361681,-1.24091,-8.84959,12.2466,11.8234,11.883,11.193,10.873,10.849,9.032
Kepler-1030,1,1,0,0,293.6819098,45.8175241,78.48533,12.15345,758.702,1.28989,13.4088408,-0.0614386,-13.4087,15.7163,15.0765,16.003,14.197,13.578,13.578,9.072
Kepler-1028,1,1,0,0,289.5931004,49.7812447,81.00863,16.30795,607.916,1.61619,19.1974309,-1.77496,19.1152,14.3098,13.8156,14.611,13.124,12.63,12.612,9.659
Kepler-1031,1,1,0,0,296.0898796,48.9554121,82.10187,12.13118,682.882,,10.850885,7.61936,7.72574,,13.415,13.877,12.702,12.353,12.317,9.43
Kepler-1032,1,1,0,0,289.9308779,40.0977109,71.99772,12.11568,673.01,1.46227,7.1793177,4.93393,-5.21526,15.7993,15.0697,16.007,13.926,13.301,13.163,9.212
Kepler-1033,1,1,0,0,283.8450963,44.6090251,74.46962,18.01842,1455.5,0.658674,16.1411619,-6.30289,-14.8597,15.9289,15.4256,16.186,14.684,14.283,14.31,9.445
Kepler-1034,1,1,0,0,286.1154093,37.9669464,68.74506,13.92633,654.549,1.49916,11.2644311,5.62938,-9.75692,15.074,14.4941,15.269,13.719,13.158,13.087,8.804
Kepler-1035,1,1,0,0,289.042243,42.8824991,74.30404,13.89008,562.116,1.75296,11.7350307,8.35877,-8.23662,13.0054,12.5364,13.097,11.817,11.416,11.354,9.456
Kepler-1036,1,1,0,0,295.1817093,49.9458172,82.7281,13.10893,489.435,2.01436,9.4728872,8.20088,4.74143,13.7635,13.2609,13.87,12.521,12.124,12.101,9.454001
Kepler-1037,1,1,0,0,296.3410342,47.1709335,80.5711,11.14897,446.914,2.20874,16.3577555,4.25669,15.7942,14.2311,13.6376,14.475,12.821,12.248,12.207,9.052
Kepler-1038,1,2,0,0,298.9721472,44.1323499,78.79138,8.06131,584.136,1.68372,11.6789363,-9.46367,-6.84372,14.8561,14.2427,15.03,13.376,12.782,12.767,9.278
Kepler-1039,1,1,0,0,298.3266169,45.3154212,79.59565,9.04999,306.91,3.22952,19.8973441,4.93279,-19.2762,14.0958,13.4007,14.438,12.424,11.753,11.707,9.253
Kepler-104,2,3,0,0,287.6046621,42.1665104,73.18543,14.56786,400.785,2.46657,52.9133767,4.35566,-52.7338,12.5697,12.1596,12.697,11.558,11.209,11.177,8.657
Kepler-1040,1,1,0,0,283.1137663,48.1312774,77.78923,19.68957,482.119,2.04531,21.7937685,-2.93819,-21.5948,13.3216,12.8535,13.614,12.181,11.772,11.718,9.287
Kepler-1041,1,1,0,0,293.8817361,49.6831419,82.10329,13.74396,1485.82,0.644206,1.527279,0.511582,1.43905,14.4422,14.0013,14.576,13.405,13.034,13.019,9.407
Kepler-1042,1,1,0,0,288.6689428,39.8239935,71.32404,12.87587,659,2.0009509,5.305651,-0.727772,-5.2555,15.6716,15.0147,16.004,14.022,13.368,13.261,8.884
Kepler-1043,1,1,0,0,281.6629579,47.5685927,76.89006,20.43192,903.332,1.07828,5.64605,-3.98131,4.00338,14.7617,14.2929,14.949,13.604,13.195,13.145,9.135
Kepler-1044,1,1,0,0,293.1444017,46.6662155,79.09551,12.86311,1278.96,0.75349,9.8158698,-4.44667,-8.75091,15.3061,14.8575,15.478,14.268,13.903,13.884,9.312
Kepler-1045,1,1,0,0,284.1832668,45.0740897,75.01611,17.95838,942.485,1.03259,5.2150003,-0.600168,-5.18035,15.549,15.0041,15.879,14.249,13.757,13.709,9.472
Kepler-1046,1,1,0,0,296.7558056,46.9982799,80.55238,10.81847,721.534,1.7895442,7.4679977,6.80321,-3.08015,13.2479,12.8029,13.347,12.123,11.73,11.701,9.427
Kepler-1047,1,2,0,0,288.6462564,50.7889645,81.73967,17.25221,817.647,1.19419,11.0136344,-4.81195,-9.90683,13.3291,12.8429,13.46,12.174,11.803,11.736,8.953
Kepler-1048,1,1,0,0,281.8983042,42.1657112,71.53877,18.4911,556.006,1.76982,11.0618722,-7.44419,-8.18224,14.8444,14.1406,15.138,13.131,12.447,12.391,9.406
Kepler-1049,1,1,0,0,287.3469567,47.7729078,78.48205,16.90892,162.006,6.14368,28.6225184,28.1764,-5.03379,14.1559,13.2115,14.695,11.971,11.18,11.096,9.161
Kepler-105,1,2,0,0,287.8872376,46.2761224,77.18475,15.99895,459.223,2.14903,24.2088626,-9.64102,-22.2063,12.8025,12.4008,12.981,11.811,11.503,11.43,8.879
Kepler-1050,1,2,0,0,282.9249847,48.6264015,78.24401,19.96859,490.488,2.00993,4.2743674,1.39422,4.04059,13.0723,12.6439,13.198,12.042,11.717,11.678,9.243
Kepler-1051,1,1,0,0,295.1581062,40.8988186,74.55033,8.93139,829.343,1.17705,6.2998912,1.47598,-6.12455,13.1159,12.7667,13.212,12.221,12.01,11.949,9.204001
Kepler-1052,1,2,0,0,295.34273,46.6022134,79.73343,11.487,943.444,1.03137,4.5678627,-0.532997,-4.53666,14.8614,14.3767,14.932,13.727,13.305,13.293,9.627
Kepler-1053,1,1,0,0,291.4186349,39.1273664,71.61836,10.66077,151.129,6.58796,7.4313548,-0.958282,-7.36931,13.2088,12.4452,13.576,11.334,10.585,10.537,9.391
Kepler-1054,1,1,0,0,290.6011085,44.5563604,76.35333,13.56194,1090.51,0.888327,9.8007537,-6.01471,-7.73809,14.085,13.639,14.143,13.007,12.693,12.677,9.475
Kepler-1055,1,1,0,0,290.4867838,44.932541,76.66971,13.79347,389.397,2.53923,11.6427277,-0.761466,-11.6178,13.0728,12.6031,13.194,11.956,11.569,11.518,9.317
Kepler-1056,1,1,0,0,299.5259832,46.8992561,81.40572,9.12162,982.51,0.989342,1.456651,-1.42143,0.318385,14.5601,14.0208,14.772,13.242,12.827,12.826,9.552
Kepler-1057,1,1,0,0,297.4521311,41.5580816,75.97794,7.74149,1201.82,0.804672,10.7249649,-3.68916,-10.0705,15.6076,15.0859,15.825,14.336,13.924,13.807,9.557
Kepler-1058,1,1,0,0,294.5956256,45.8750556,78.83189,11.61179,491.997,1.1226207,23.6633411,-21.3806,10.1402,15.5037,14.7895,15.869,13.729,13.005,12.927,9.729
Kepler-1059,1,1,0,0,289.2202147,41.7064385,73.25895,13.28303,713.167,1.37405,6.6273246,1.31531,-6.49549,15.4894,14.868,15.785,13.993,13.351,13.41,9.463
Kepler-106,1,4,0,0,300.864006,44.3375497,79.67079,7.00333,444.322,2.22233,7.9713499,7.93494,-0.761017,12.8391,12.4022,12.923,11.752,11.431,11.366,9.187
Kepler-1060,1,1,0,0,286.0252285,39.6309204,70.29069,14.65459,946.565,1.02789,4.9038639,4.59034,-1.7253,14.6366,14.1317,14.827,13.436,12.964,12.768,9.223
Kepler-1061,1,1,0,0,296.2300306,50.2752091,83.34317,12.66062,543.375,1.81152,3.8547435,3.82936,0.441644,13.2037,12.8066,13.319,12.21,11.934,11.902,9.534
Kepler-1062,1,1,0,0,283.8994187,41.221594,71.17442,16.75809,397.455,2.48732,2.3646029,1.70872,-1.63451,14.8053,14.0665,15.095,13.025,12.333,12.162,8.876
Kepler-1063,2,1,0,0,290.5267975,38.1428283,70.40593,10.84999,343.226,,36.2232619,8.44369,-35.2254,,12.034,13.029,11.159,10.793,10.714,9.315
Kepler-1064,1,1,0,0,291.7415821,37.6888103,70.42692,9.78974,374,,33.6747461,-11.4444,-31.6704,13.7409,13.1773,13.958,12.33,11.817,11.662,9.022
Kepler-1065,1,2,0,0,294.511319,38.7904648,72.4343,8.36975,1122.48,0.863893,2.4197865,-0.386872,-2.38866,15.5016,14.9595,15.744,14.178,13.671,13.644,9.429
Kepler-1066,1,1,0,0,298.866621,46.5022325,80.82802,9.31381,344.251,2.87613,9.5176425,9.51733,-0.0771225,13.0239,12.5183,13.115,11.783,11.362,11.344,9.564
Kepler-1067,1,2,0,0,285.3873706,45.0490265,75.31275,17.15588,667.693,1.46897,8.9577147,-6.82662,-5.79982,14.2726,13.7729,14.395,13.105,12.656,12.575,9.261
Kepler-1068,1,1,0,0,294.6481708,46.3923173,79.31892,11.81541,1473.61,0.650755,9.1817533,-0.392504,-9.17336,15.8316,15.3229,16.096,14.638,14.161,14.001,9.289
Kepler-1069,1,1,0,0,290.9792378,47.9889097,79.68402,14.75417,695.967,1.40799,25.4006536,-14.5822,-20.7979,13.098,12.618,13.234,11.945,11.538,11.507,9.473
Kepler-107,1,4,0,0,297.028162,48.2086019,81.72606,11.23255,525.997,1.87249,9.4856073,-9.48017,0.321126,12.4627,12.0146,12.543,11.392,11.06,11.028,9.198
Kepler-1070,1,1,0,0,293.1953923,49.316541,81.56379,13.98632,939.001,1.03612,4.1105946,3.78155,1.61148,13.913,13.5241,14.133,12.956,12.681,12.543,9.736
Kepler-1071,1,1,0,0,293.0579794,45.2487472,77.7651,12.29145,1042.27,0.932442,9.9155918,-2.5336,-9.58644,15.8291,15.234,15.881,14.371,13.775,13.677,9.328
Kepler-1072,1,1,0,0,292.0443891,46.3289723,78.44582,13.39866,982.716,0.988814,9.3299576,-0.782568,-9.29708,13.842,13.4318,13.972,12.852,12.566,12.458,8.946
Kepler-1073,1,3,0,0,294.1527259,38.2330886,71.80378,8.35401,809.897,1.20622,12.1185724,4.7219,11.1608,14.5317,14.032,14.749,13.332,12.924,12.834,8.953
Kepler-1074,1,1,0,0,284.4766869,46.2526781,76.25233,18.18179,250.817,3.95819,30.0793037,18.78,23.4963,15.0056,14.0642,15.599,12.876,12.073,11.951,8.896
Kepler-1075,1,1,0,0,287.5011404,47.4691157,78.22874,16.69848,291.275,3.40576,27.1446442,-3.0229,-26.9758,15.3697,14.429,15.909,13.217,12.415,12.342,9.309
Kepler-1076,1,1,0,0,287.5902594,51.0606047,81.74767,17.97109,199,,8.7438083,6.42452,5.93125,12.9489,12.3078,13.175,11.305,10.664,10.601,9.07
Kepler-1077,1,1,0,0,291.0336333,42.2678448,74.36726,12.30128,1101.42,0.879493,4.3215987,-0.716671,-4.26176,14.9984,14.5244,14.923,13.83,13.496,13.491,9.126
Kepler-1078,1,1,0,0,293.2005664,43.0500379,75.80288,11.21701,2481.71,0.374134,0.4713451,-0.252877,-0.397768,15.6075,15.0868,15.703,14.398,13.932,13.859,9.027
Kepler-1079,1,1,0,0,299.5495794,45.7696769,80.42779,8.53647,591.098,,15.8655393,-3.17404,-15.5448,,12.28,12.78,11.422,11.056,10.882,8.986
Kepler-108,2,2,0,0,294.5589885,46.0623952,78.99024,11.71993,338.732,,,,,13.0843,12.5955,12.657,11.43,10.983,10.946,9.361
Kepler-1080,1,1,0,0,296.4644914,49.1828952,82.42453,12.0197,1382.82,0.694369,2.8398099,-1.49344,-2.4154,13.4086,13.0301,13.486,12.448,12.176,12.128,9.507
Kepler-1081,1,1,0,0,289.444752,41.3179652,72.96906,12.96763,420.215,2.3509,56.6520855,34.4374,44.9836,13.7114,13.1644,13.827,12.388,11.907,11.649,9.39
Kepler-1082,1,1,0,0,289.3586737,50.5984489,81.73423,16.76238,739.557,1.32332,9.2360172,-3.63969,-8.48862,13.3417,12.9171,13.444,12.331,11.97,11.921,9.58
Kepler-1083,1,1,0,0,283.1618831,45.198336,74.87448,18.67704,902.633,1.07961,6.8211877,-3.33135,5.95237,15.8498,15.2485,16.103,14.386,13.815,13.791,9.533
Kepler-1084,1,1,0,0,290.1019809,48.251146,79.68526,15.39583,405.533,2.43758,2.9016195,0.874288,2.76677,12.1577,11.7648,12.015,11.178,10.836,10.794,9.737001
Kepler-1085,1,2,0,0,287.4776359,46.1411685,76.9416,16.20868,1364.53,0.704126,0.1586386,0.155699,0.0303976,15.2469,14.8004,15.273,14.2,13.891,13.858,8.994
Kepler-1086,2,2,0,0,295.251187,45.8429537,79.01712,11.19167,466.084,2.11736,5.0000712,3.61267,-3.45678,15.5551,14.7736,16.002,13.691,12.941,12.866,9.711
Kepler-1087,1,1,0,0,294.9789253,46.0056741,79.07509,11.4348,362.623,2.72911,15.1858033,14.3259,5.03758,12.9007,12.3778,12.973,11.66,11.213,11.143,9.558
Kepler-1088,1,1,0,0,281.5614578,42.4504087,71.73068,18.82283,280.629,3.53461,19.5913041,-0.520072,-19.5844,11.778,11.3685,11.472,10.779,10.476,10.441,8.866
Kepler-1089,1,1,0,0,291.0926509,49.1901729,80.84977,15.17883,259.328,3.82772,28.6411651,-15.6191,24.0075,15.5982,14.5393,16.233,13.255,12.386,12.115,9.275
Kepler-109,1,2,0,0,290.3926795,40.2849074,72.32578,11.87795,474.861,2.07728,13.363584,-7.73709,10.896,12.2955,11.887,12.398,11.314,11.001,10.938,8.613
Kepler-1090,1,2,0,0,295.6629002,44.5258237,77.96982,10.31965,858.77,1.13711,4.0125301,3.58885,1.79459,14.9963,14.4177,15.31,13.596,13.07,13.056,9.656
