sy_name,sy_snum,sy_pnum,sy_mnum,cb_flag,ra,dec,glon,glat,sy_dist,sy_plx,sy_pm,sy_pmra,sy_pmdec,sy_gaiamag,sy_tmag,sy_vmag,sy_jmag,sy_kmag,sy_w1mag,sy_w4mag
HD 219077,1,1,0,0,348.5319387,-62.7018297,320.40161,-50.99819,29.1864,34.2337,639.1806475,478.174,-424.148,5.91597,5.4148,6.12,4.64,4.287,4.213,4.193
HD 219134,1,6,0,0,348.3372026,57.1696255,109.90724,-3.20073,6.53127,153.081,2095.3807469,2074.52,294.936,5.2402,4.6278,5.56911,3.981,3.261,,
HD 219139,1,1,0,0,348.3604055,11.0649832,87.78375,-45.01501,104.935,9.50261,8.0977076,-6.62507,-4.65632,5.57762,4.98165,5.84863,4.055,3.392,2.538,3.428
HD 219415,1,1,0,0,348.7243579,56.7303001,109.94232,-3.6869,165.184,6.02516,13.2231256,11.9278,-5.70777,8.59745,7.98045,8.909,7.023,6.421,6.36,6.288
HD 219666,1,1,0,0,349.5592665,-56.9039857,325.60907,-55.92883,94.1719,10.59,314.5657803,313.918,-20.1772,9.64956,9.179,9.809,8.557,8.158,8.08,8.25
HD 219828,1,2,0,0,349.6947029,18.6457524,94.26579,-39.01348,73.114,13.6489,7.8870329,-5.07509,6.03728,7.88338,7.4597,8.04,6.871,6.53,6.459,6.448
HD 220074,1,1,0,0,350.0599827,61.9701062,112.43817,0.97076,324.54,3.05427,9.4479097,7.8068,-5.32136,5.62737,4.68723,6.40607,3.182,2.006,0.399,2.03
HD 220197,1,1,0,0,350.4946927,16.6323305,93.97098,-41.15454,64.411,15.4965,410.0980433,407.248,-48.2646,8.74481,8.3161,8.92,7.698,7.349,7.194,7.209
HD 220689,1,1,0,0,351.4707282,-20.6167923,46.7585,-69.41947,46.8778,21.3033,178.1892852,-15.7371,-177.493,7.59438,7.1869,7.74,6.653,6.326,6.296,6.261
HD 220773,1,1,0,0,351.6144715,8.6428871,90.03921,-48.72579,50.5103,19.7694,223.9420602,27.1187,-222.294,6.94595,6.5391,7.10831,6.001,5.651,5.71,5.681
HD 220842,2,1,0,0,351.6534162,56.8871415,111.50544,-4.0909,64.6498,15.4391,168.6008408,-89.123,143.12,7.83398,7.4314,7.98,6.847,6.555,6.482,6.546
HD 221287,1,1,0,0,352.836223,-58.209754,321.7019,-55.90336,55.9231,17.8529,181.2374221,181.16,-5.29694,7.68153,7.3264,7.82,6.843,6.569,6.504,6.575
HD 221416,1,1,0,0,353.0331863,-21.8012007,45.07267,-71.20906,95.5483,10.438,109.5030074,-96.7749,51.2399,7.90776,7.3566,8.15,6.568,6.043,6.017,5.922
HD 221420,1,1,0,0,353.3319001,-77.3853286,308.31538,-38.91481,31.1415,32.0826,16.3249779,16.3037,0.833229,5.65862,5.2241,5.82,4.997,4.306,4.367,4.283
HD 221585,1,1,0,0,353.2293802,63.1556146,114.20277,1.62237,55.8535,17.8751,440.2242981,439.148,30.7647,7.28128,6.8058,7.457,6.157,5.781,,
HD 222076,1,1,0,0,354.531982,-70.9032461,311.29973,-45.01504,91.1538,10.9416,88.8381112,-85.079,25.569,7.18755,6.589,7.47,5.752,5.127,5.068,5.019
HD 222155,1,1,0,0,354.5025617,48.9960191,110.73044,-12.12835,50.6078,19.7309,227.8012396,195.3,-117.266,6.93563,6.4973,7.11716,5.885,5.51,5.46,5.463
HD 222237,1,1,0,0,354.9078642,-72.7253271,310.16617,-43.37999,11.4469,87.3306,750.6775437,143.793,-736.777,6.73988,6.1131,7.09,5.249,4.581,,
HD 222582,2,1,0,0,355.4640788,-5.9862379,81.75683,-63.15191,42.1586,23.6913,183.1072102,-145.401,-111.296,7.51889,7.0885,7.68,6.522,6.173,6.114,6.054
HD 224018,1,3,0,0,358.6390056,-4.7233362,89.24153,-63.8099,105.48,9.45209,112.876772,-112.579,-8.19356,9.52137,9.08781,9.715,8.496,8.145001,8.073,8.079001
HD 224538,1,1,0,0,359.7164302,-61.5868613,313.65223,-54.43363,79.0608,12.6196,85.3387125,82.7986,-20.6661,7.92192,7.5402,8.06,7.041,6.76,6.677,6.697
HD 224693,1,1,0,0,359.9749837,-22.4279999,52.02077,-77.40177,93.5015,10.6666,149.5555594,147.125,26.8533,8.08528,7.6726,8.23,7.136,6.808,6.712,6.567
HD 22496,1,1,0,0,53.7565398,-48.4178173,258.09213,-51.95852,13.5956,73.5244,507.9938676,404.449,307.374,8.01945,7.2243,8.57,6.122,5.338,,
HD 22532,1,1,0,0,53.8148478,-49.4172669,259.59339,-51.58774,161.183,6.17531,62.9686486,54.8889,30.8587,7.6043,7.0457,7.85,6.231,5.671,5.63,5.564
HD 22781,1,1,0,0,55.2065581,31.8258855,160.07235,-18.56736,32.6034,30.6433,102.61656,40.5763,-94.2535,8.52445,7.9707,8.78,7.149,6.607,6.57,6.583
HD 22946,1,3,0,0,54.819538,-42.7630276,248.83207,-52.70009,62.7792,15.8999,122.0961548,-51.6637,-110.627,8.1281,7.757,8.270001,7.25,6.981,6.913,6.827
HD 23079,1,2,0,0,54.9281897,-52.9162344,264.32032,-49.6531,33.4591,29.8583,213.7394128,-192.877,-92.1032,6.96235,6.5652,7.12,6.03,5.705,8.163,6.255
HD 23127,1,1,0,0,54.8491271,-60.077229,273.9419,-46.48356,93.8555,10.6258,160.7027565,73.6214,142.847,8.42019,7.983,8.58,7.423,7.087,6.917,6.99
HD 231701,1,1,0,0,293.017622,16.4743566,52.17526,-1.21527,108.877,9.15602,65.2671332,63.3631,15.6498,8.83051,8.45826,8.97,7.952,7.657,7.604,7.438
HD 233604,1,1,0,0,137.4535054,53.5682016,163.93545,41.83189,847.058,1.15123,19.8336919,18.6253,-6.81715,10.1054,9.4989,10.291,8.66,7.979,7.897,7.819
HD 233832,2,1,0,0,171.5196515,50.3763099,152.16702,61.62913,58.742,16.9952,489.9546157,-473.96,124.167,9.94557,9.3944,10.15,8.544,8.013,7.691,7.612
HD 23472,1,5,0,0,55.4590314,-62.7672667,277.0269,-44.84798,39.0341,25.5897,111.5773854,-102.571,-43.917,9.38476,8.7513,9.73,7.865,7.207,7.003,7.039
HD 235088,1,1,0,0,300.6154535,53.3774418,87.45784,11.77419,41.1706,24.2603,219.8333632,164.816,145.473,8.94271,8.3879,9.19,7.646,7.084,6.995,7.16
HD 23596,2,1,0,0,57.0018601,40.5307308,155.55181,-10.9002,52.0018,19.2012,57.130186,53.007,21.31,7.10356,6.706,7.26122,6.173,5.874,5.909,5.882
HD 238090,1,1,0,0,183.0886375,54.486153,134.94219,61.72135,15.2354,65.6078,249.9602569,232.38,92.0851,9.037911,8.08547,9.71,6.875,6.059,5.585,5.776
HD 238914,1,1,0,0,279.5842102,59.2538819,88.75118,24.70122,519.452,1.89666,6.4573886,-3.8936,5.15148,8.497,7.8841,8.770001,6.941,6.325,6.29,6.218
HD 240210,1,1,0,0,347.6219227,57.0294818,109.49387,-3.18494,372.405,2.65698,19.7316626,18.4923,6.88283,7.64476,6.73385,8.270001,5.306,4.388,4.258,4.187
HD 240237,1,1,0,0,348.9259334,58.0432233,110.52101,-2.50297,933.377,1.04366,4.29462,-0.202567,-4.28984,7.49317,6.5438,8.19,5.105,4.319,3.978,3.973
HD 24040,1,2,0,0,57.5962104,17.4752873,172.29324,-27.78104,46.6224,21.4203,275.3819226,113.215,-251.033,7.33476,6.9054,7.515,6.279,5.969,6.01,5.929
HD 24064,1,1,0,0,59.1510071,74.0800789,134.81493,15.65308,300.247,3.30181,17.86461,-14.568,10.3401,6.17839,5.3493,6.74616,4.317,3.13,3.089,2.966
HD 24085,1,1,0,0,56.2563447,-70.0245193,284.95295,-40.50147,54.9004,18.1859,97.7958018,-9.24857,-97.3575,7.42496,7.0252,7.57,6.483,6.172,6.138,6.137
HD 25015,1,1,0,0,59.4335463,-20.2673347,214.13004,-47.04317,37.433,26.6856,159.3723087,118.715,106.331,8.59876,8.0541,8.87,7.314,6.806,6.746,6.806
HD 25171,2,1,0,0,58.9574779,-65.1863239,278.80477,-42.28983,55.6146,17.952,165.4128576,143.943,81.4974,7.638,7.2693,7.77,6.765,6.489,6.426,6.442
HD 25463,1,2,0,0,60.7483361,9.2077676,181.68887,-31.07407,45.6181,21.8924,188.4124526,89.5668,-165.762,6.77613,6.4386,6.91134,5.945,5.706,5.726,5.642
HD 25723,1,1,0,0,61.0947182,-12.7922241,205.17175,-42.76917,114.816,8.68254,23.0586418,15.8073,16.7878,5.31947,4.7065,5.60075,3.686,3.044,,3.097
HD 25912,1,2,0,0,60.9074988,-51.9315058,261.12208,-46.53883,49.1661,20.3103,169.3481005,-68.6126,-154.826,8.02788,7.6042,8.2,7.022,6.71,6.622,6.605
HD 260655,1,2,0,0,99.2915429,17.5662696,195.67069,4.86549,10.0055,99.9164,835.8253883,-764.522,337.802,8.876041,7.89863,9.63,6.674,5.862,,
HD 26161,1,1,0,0,62.4122255,31.6524346,164.956,-14.60813,40.9128,24.4134,95.0383542,64.1748,70.0991,6.7427,6.3679,6.89333,5.831,5.524,5.273,5.515
HD 2638,3,1,0,0,7.4990038,-5.76496,108.54273,-68.03566,54.9621,18.1656,247.3852499,-107.019,-223.039,9.192761,8.639,9.44,7.858,7.308,7.154,7.102
HD 2685,1,1,0,0,7.3289156,-76.304032,304.65803,-40.74999,196.852,5.05109,7.5683276,-2.97004,6.96121,9.52025,9.2205,9.595,8.825,8.595,8.552,8.261
HD 27442,2,1,0,0,64.1205476,-59.3028771,270.20525,-42.56321,18.2704,54.7051,174.6127895,-48.3024,-167.799,4.14532,3.5302,4.44,2.374,1.745,,
HD 27631,1,1,0,0,64.9392168,-41.9606604,246.32433,-45.36507,50.2862,19.8573,100.8054119,-41.2292,-91.9885,8.08478,7.6438,8.26,7.023,6.646,6.638,6.614
HD 27894,1,3,0,0,65.1975693,-59.4096776,270.09987,-42.00943,43.8214,22.791,325.7145651,182.313,269.911,9.06573,8.4643,9.36,7.639,7.071,6.935,6.988
HD 27969,1,1,0,0,66.7068364,42.90872,159.30479,-4.25009,67.9328,14.692,222.639943,134.154,-177.683,7.5139,7.1001,7.66,6.516,6.202,6.207,6.184
HD 28109,1,3,0,0,65.2383065,-68.1026875,280.67988,-38.73361,139.611,7.13389,24.36023,22.0284,-10.4005,9.29976,8.9387,9.42,8.476,8.175,8.136,7.997
HD 28185,1,2,0,0,66.6100461,-10.5510754,205.59383,-36.93078,39.3809,25.3642,103.1407298,84.0713,-59.7497,7.62682,7.1706,7.8,6.578,6.185,6.193,6.136
HD 28192,1,1,0,0,66.7032517,-1.7244842,196.23222,-32.58617,49.8063,20.0491,51.1357627,-38.2408,33.9486,7.89874,7.4875,8.06,6.961,6.617,6.577,6.517
HD 28254,2,1,0,0,66.2108141,-50.6228081,258.28249,-43.59053,55.2884,18.0581,158.6237757,-67.3942,-143.595,7.49977,7.0333,7.69,6.395,6.006,5.899,5.919
HD 284149,2,1,0,1,61.6616887,20.3030344,173.01083,-23.0516,117.807,8.46001,16.0465447,6.55237,-14.6478,9.41967,9.01554,9.57,8.479,8.1,8.065,8.134
HD 28471,1,3,0,0,66.2875166,-64.0786861,275.68345,-39.93482,43.6455,22.8829,327.5470829,-62.2676,321.574,7.72751,7.2953,7.89,6.717,6.315,,
HD 285507,1,1,0,0,61.755663,15.3349441,177.11309,-26.33885,45.0293,22.18,126.3763886,124.789,-19.9674,10.0404,9.3371,10.49,8.365,7.665,7.614,7.508
HD 285968,1,1,0,0,70.7353853,18.953358,180.02116,-17.42723,9.47045,105.563,1295.1464507,656.378,-1116.5,8.99955,7.87811,9.95,6.462,5.607,5.486,5.227
HD 28678,1,1,0,0,67.8560643,4.5752495,190.82146,-28.19798,189.908,5.23791,10.5412442,1.21404,-10.4711,8.05469,7.39949,8.38,6.447,5.775,5.723,5.643
HD 29021,1,1,0,0,69.4681379,60.6762985,147.39342,9.07206,30.9939,32.2355,66.5400252,62.4333,23.0143,7.58565,7.1289,7.76,6.518,6.082,6.051,6.066
HD 290327,1,1,0,0,80.8399887,-2.2780391,204.61308,-20.58136,56.433,17.6913,102.4530933,32.3121,-97.2243,8.80364,8.3385,8.99,7.683,7.271,7.226,7.246
HD 29399,1,1,0,0,68.3903471,-62.8237576,273.73658,-39.47193,44.1518,22.6204,119.1088447,-117.636,-18.6732,5.50503,4.9095,5.79,4.418,3.777,2.601,3.38
HD 2952,1,1,0,0,8.2938367,54.8948177,120.28313,-7.88298,110.103,9.05398,80.331022,70.2934,-38.8833,5.64532,5.04322,5.9258,4.264,3.629,3.515,3.455
HD 29985,1,1,0,0,70.5216589,-33.9210696,235.69993,-40.50413,31.2707,31.9499,295.521308,-37.7445,-293.101,9.47227,8.7339,9.98,7.709,6.972,,
HD 30177,1,2,0,0,70.4770964,-58.0208085,267.36972,-39.73385,55.5867,17.9611,67.2822907,66.2053,-11.9902,8.21511,7.7421,8.41,7.15,6.715,6.66,6.687
HD 30562,1,1,0,0,72.1529519,-5.6751152,203.39812,-29.82337,26.1597,38.1981,398.7628439,311.42,-249.057,5.61828,5.2045,5.77466,4.984,4.31,4.348,4.305
HD 30669,1,1,0,0,72.1198522,-28.4190757,229.05935,-38.10438,58.0844,17.1874,243.0190592,237.622,50.9318,8.90667,8.4121,9.12,7.754,7.329,7.234,7.169
HD 307842,1,1,0,0,159.3412205,-63.6556923,288.70144,-4.55163,64.5997,15.451,154.9520584,3.56686,-154.911,9.23501,8.7537,9.412,8.071,7.64,7.569,7.738
HD 30856,2,1,0,0,72.5745099,-24.3689282,224.27222,-36.65384,131.199,7.59323,27.0626681,18.3918,-19.8527,7.65813,7.08498,7.91,6.255,5.657,5.643,5.544
HD 31253,1,1,0,0,73.6822877,12.3520103,187.3925,-19.04397,58.1438,17.1699,99.7963544,90.1765,-42.7494,6.98479,6.5991,7.13266,6.06,5.792,5.796,5.734
HD 31527,1,3,0,0,73.9096193,-23.2413163,223.38845,-35.15345,38.4473,25.9807,146.0512221,-65.8992,130.339,7.33222,6.9255,7.49,6.373,6.049,6.04,5.995
HD 3167,1,4,0,0,8.7401487,4.3807215,115.11108,-58.2406,47.2899,21.1175,203.8802519,107.409,-173.293,8.76221,8.2491,8.97,7.548,7.066,6.942,7.065
HD 32518,1,1,0,0,77.4037569,69.6391355,142.12315,17.12156,122.115,8.16009,87.3595495,61.1327,-62.4058,6.11933,5.49546,6.43005,4.531,3.911,,
HD 32963,1,1,0,0,76.9820146,26.3276805,177.53178,-8.39006,38.0786,26.2328,96.101767,-69.8361,-66.0187,7.42756,6.992,7.6,6.42,6.024,6.022,6.021
HD 330075,1,1,0,0,237.4054997,-49.9639199,329.80573,3.37645,45.2989,22.0467,250.4810904,-232.76,-92.5395,9.09159,8.5171,9.36,7.725,7.171,7.091,7.368
HD 331093,1,1,0,0,295.6200054,31.7395451,66.66394,4.16881,50.1928,19.8943,198.5538698,-16.0883,-197.901,8.19105,7.7152,8.38,7.043,6.649,6.612,6.681
HD 33142,1,3,0,0,76.8980559,-13.9863374,214.33741,-29.22647,121.375,8.21025,34.4756886,-7.5108,33.6476,7.71274,7.14982,7.96,6.345,5.792,5.781,5.718
HD 332231,1,1,0,0,306.741134,33.7443882,73.36636,-2.65449,80.6665,12.3678,39.6732222,-36.8687,-14.6514,8.41839,8.0417,8.558,7.509,7.242,7.114,7.326
HD 33283,2,1,0,0,77.0044889,-26.7976689,228.49712,-33.50524,89.8623,11.0993,72.649153,56.1836,-46.0576,7.89933,7.4915,8.05,6.983,6.646,6.636,6.6
HD 33564,1,1,0,0,80.6378979,79.2318488,133.73361,22.64801,20.9531,47.6977,180.0737299,-78.3856,162.118,4.97155,4.6542,5.10111,4.416,3.911,3.965,3.889
HD 33844,1,2,0,0,78.1505649,-14.9509775,215.89677,-28.49413,105.779,9.42487,45.1935021,32.832,31.0566,7.01153,6.418,7.29,5.574,4.945,4.937,4.87
HD 34445,1,6,0,0,79.4207483,7.3527156,195.0388,-17.02221,46.0907,21.6675,146.9992382,-0.811179,-146.997,7.14947,6.7209,7.31,6.122,5.79,5.79,5.76
HD 35759,1,1,0,0,82.8886636,64.3183753,148.03067,16.21302,71.2423,14.0078,97.3168248,-29.1592,-92.8456,7.59606,7.1975,7.74,6.606,6.319,6.312,6.247
HD 35843,1,2,0,0,81.3488924,-44.4312849,250.09761,-33.5212,69.6026,14.3384,118.8146035,-44.0981,-110.328,9.19551,8.7601,9.36,8.151,7.782,7.726,7.861
HD 360,1,1,0,0,2.072903,-8.8242618,91.79265,-69.04549,111.542,8.93758,48.8486369,-34.4089,-34.673,5.70895,5.10561,5.986,4.487,3.748,3.548,3.536
HD 36384,1,1,0,0,84.9319998,75.0439884,138.25643,21.70555,209.309,4.75074,27.2296245,-6.71208,26.3894,5.48147,4.58224,6.18839,3.316,2.288,0.117,2.08
HD 3651,1,1,0,0,9.8387218,21.2488844,119.16987,-41.53458,11.1336,89.7891,591.8261077,-462.056,-369.814,5.65255,5.1244,5.88437,4.549,3.999,3.786,3.901
HD 37124,1,3,0,0,84.2599947,20.7289784,185.96381,-5.97486,31.6634,31.5536,427.6360836,-79.6075,-420.161,7.47238,7.0203,7.68,6.359,5.952,5.98,5.956
HD 37605,1,2,0,0,85.0074276,6.0595116,199.1055,-12.89566,46.7864,21.345,252.7602573,52.4663,-247.255,8.46192,7.955,8.67,7.266,6.815,6.832,6.845
HD 3765,1,1,0,0,10.2072994,40.1842918,120.73677,-22.64223,17.926,55.7562,757.9521801,356.305,-668.983,7.07827,6.5043,7.36,5.694,5.164,,
HD 38283,1,1,0,0,84.2605324,-73.6998131,284.8222,-31.15296,38.0615,26.2443,176.1793657,138.785,-108.526,6.54392,6.1492,6.69,5.645,5.267,5.283,5.231
HD 38529,2,2,0,0,86.6451363,1.1675866,204.31771,-13.83753,42.3538,23.5819,161.8424176,-77.6702,-141.987,5.74796,5.2725,5.92848,4.905,4.211,4.22,4.181
HD 38801,1,1,0,0,86.9963141,-8.3280256,213.26791,-17.86346,91.4349,10.908,95.1686535,-57.7421,-75.65,8.03397,7.5043,8.26,6.8,6.279,6.279,6.27
HD 39091,1,3,0,0,84.2992798,-80.4646041,292.50808,-29.77608,18.2702,54.7052,1094.0304816,311.187,1048.84,5.5128,5.1054,5.65,4.869,4.241,4.269,4.219
HD 39194,1,3,0,0,86.129071,-70.1382377,280.60948,-31.0579,26.4131,37.8311,1276.8394966,-309.424,1238.78,7.85201,7.3472,8.09,6.598,6.094,,
HD 39855,1,1,0,0,88.6260731,-19.7044472,224.96554,-21.08506,23.2599,42.9636,96.0233904,92.8543,-24.4657,7.32113,6.8545,7.51,6.207,5.756,5.851,5.719
HD 40307,1,5,0,0,88.5172191,-60.0237289,268.81455,-30.34064,12.9363,77.2727,79.7896257,-52.4231,-60.1515,6.84367,6.2473,7.17,5.412,4.793,4.798,4.744
HD 40956,1,1,0,0,91.6628015,63.453875,150.61272,19.30989,116.593,8.54801,36.5421733,-35.5102,8.623,6.14049,5.53753,6.42794,4.851,4.143,4.038,3.981
HD 40979,3,1,0,0,91.1253346,44.2597855,168.49578,10.87165,34.0883,29.3067,180.1229873,95.2101,-152.903,6.59963,6.2219,6.75512,5.742,5.452,5.452,5.395
HD 41004,2,2,0,0,89.9565956,-48.2394114,255.48817,-28.19634,41.5504,24.0437,72.6789265,-41.5196,59.6519,8.37625,7.816,8.6078,,6.428,6.363,6.236
HD 41004,2,2,0,0,89.9566041,-48.2394189,255.48818,-28.19633,36.69117,27.2545,78.0072371,-42.6496,65.3157,,7.768,8.65,7.004,6.428,6.363,6.236
HD 4113,3,1,0,0,10.8027515,-37.9831248,311.46398,-79.00849,41.8727,23.8531,124.3823523,49.3438,-114.176,7.71051,7.2576,7.88,6.672,6.289,6.236,6.16
HD 42012,1,1,0,0,92.485473,34.1341722,178.06148,7.07762,36.7984,27.1464,263.85284,36.4286,-261.326,8.22949,7.735,8.44,7.045,6.584,6.568,6.516
HD 4203,1,2,0,0,11.1722288,20.4483925,120.79104,-42.3953,81.3795,12.2595,174.1399947,122.07,-124.192,8.51545,8.0455,8.7,7.389,7.047,6.929,6.981
HD 4208,1,1,0,0,11.1125532,-26.5150392,54.00797,-88.32478,34.1937,29.2163,347.3074549,313.484,149.5,7.61066,7.1646,7.783,6.57,6.163,6.123,6.164
HD 42618,1,1,0,0,93.0032173,6.7819742,202.35935,-5.59129,24.3358,41.0627,322.2991873,197.305,-254.848,6.68303,6.253,6.87,5.701,5.301,,
HD 4308,1,1,0,0,11.1652594,-65.6527159,304.05288,-51.46078,22.0158,45.393,758.1402158,157.504,-741.599,6.37578,5.9339,6.55,5.366,4.945,4.943,4.886
HD 4313,1,1,0,0,11.4181301,7.8450492,120.44208,-54.99882,136.308,7.30904,9.0943526,-6.07393,6.76865,7.57399,6.9988,7.83,6.159,5.595,5.535,5.535
HD 43197,1,2,0,0,93.3993231,-29.8971929,236.81489,-20.73806,62.4112,15.9938,148.516155,147.585,16.6047,8.77158,8.2808,8.98,7.658,7.203,7.127,7.179
HD 43691,3,1,0,0,94.8946124,41.0920773,172.64968,11.93271,85.6009,11.6535,57.9960814,22.7269,-53.3576,7.8972,7.5156,8.03,6.976,6.7,6.695,6.628
HD 44219,1,1,0,0,95.0599971,-10.7250799,219.07812,-11.74314,52.9051,18.8732,74.2218138,72.3491,-16.5676,7.52973,7.0945,7.69,6.509,6.115,6.116,6.289
HD 45184,1,2,0,0,96.1820205,-28.7806402,236.62565,-18.07374,21.9532,45.5224,205.3081838,-165.257,-121.826,6.21037,5.7911,6.383,5.219,4.871,4.934,4.78
HD 45350,1,1,0,0,97.1902262,38.9627315,175.38806,12.61321,46.8733,21.3056,68.5076102,-42.7738,-53.5135,7.7,7.2334,7.89,6.587,6.224,6.2,6.189
HD 45364,1,2,0,0,96.4105736,-31.4810037,239.35512,-18.86685,34.354,29.0797,53.5273638,52.182,-11.9255,7.88016,7.4027,8.08,6.748,6.316,6.334,6.216
HD 45652,1,1,0,0,97.3058709,10.9336212,200.68451,0.11002,34.8541,28.6622,215.6074822,206.328,-62.5727,7.9118,7.4002,8.1,6.703,6.263,6.206,6.217
HD 457,1,1,0,0,2.2492922,-39.7372401,335.19521,-74.61855,55.0375,18.1406,114.4880167,112.959,-18.6486,7.57794,7.1784,7.72,6.669,6.338,6.309,6.322
HD 46375,2,1,0,0,98.3030763,5.4625071,205.99222,-1.54562,29.5529,33.8088,147.7164267,111.477,-96.9176,7.69533,7.1695,7.91,6.452,6,4.786,5.669
HD 47186,1,2,0,0,99.0367212,-27.6234285,236.50396,-15.30712,37.4574,26.668,263.8325178,21.5858,-262.948,7.44897,6.9941,7.63,6.416,6.005,6.017,5.925
HD 4732,2,2,0,0,12.3085089,-24.1369079,113.38302,-86.96771,54.7841,18.2248,98.7301614,80.9693,-56.4944,5.6509,5.0838,5.9,4.338,3.691,3.634,3.635
HD 47366,1,2,0,0,99.4200181,-12.9856593,223.03598,-8.88729,84.3552,11.8263,126.1020656,9.8344,-125.718,5.83869,5.2545,6.11151,4.504,4.055,3.799,3.713
HD 47536,1,1,0,0,99.448958,-32.3394531,241.18153,-16.77741,122.536,8.13352,125.544935,107.609,64.6671,4.88004,4.1888,5.25,3.179,2.383,,
HD 4760,1,1,0,0,12.4161652,6.4071412,122.13453,-56.46186,537.873,1.83153,21.3378168,-21.3372,-0.162235,6.98504,6.1889,7.51,4.916,3.993,3.929,3.876
HD 48265,1,2,0,0,100.0073683,-48.5418284,257.52693,-21.78048,90.5446,11.0155,39.7813595,26.4261,29.7358,7.87925,7.4253,8.05,6.842,6.449,6.469,6.388
HD 48948,1,3,0,0,102.489811,60.3373133,155.49874,23.16543,16.9043,59.1275,482.4922225,253.252,410.685,8.11311,7.381,8.58,6.335,5.612,,
HD 4917,1,1,0,0,12.7762624,-12.9276648,122.60131,-75.7992,204.277,4.86736,28.0022145,24.0322,-14.3728,7.74877,7.14029,8.03,6.25,5.61,5.547,5.521
HD 49674,1,1,0,0,102.8773483,40.8672284,175.33928,17.37137,43.0399,23.2054,127.5748255,34.5866,-122.797,7.91841,7.4582,8.1,6.835,6.432,6.407,6.361
HD 50499,1,2,0,0,103.008075,-33.915267,243.87782,-14.62598,46.2845,21.5765,97.1708763,-69.3261,68.0887,7.0564,6.6563,7.21,6.152,5.836,5.844,5.773
HD 50554,1,1,0,0,103.678273,24.2451409,191.41044,11.46926,31.1664,32.057,103.324084,-35.9149,-96.8813,6.69786,6.3103,6.8561,5.776,5.467,5.467,5.406
HD 51608,1,2,0,0,103.7137102,-55.2600189,265.15647,-21.53947,35.0553,28.4974,162.8526489,-27.9513,-160.436,7.96058,7.4649,8.17,6.813,6.328,6.29,6.267
HD 52265,1,1,0,0,105.0746449,-5.3668142,218.71677,-0.48127,29.9803,33.3264,141.6078979,-116.524,80.4671,6.15257,5.7701,6.29351,5.242,4.953,4.981,4.919
HD 5278,1,2,0,0,12.5467785,-83.7437671,302.97274,-33.38439,57.5846,17.3368,142.7158932,139.424,30.4758,7.80375,7.4371,7.94,6.949,6.605,6.553,6.511
HD 5319,1,2,0,0,13.7558096,0.7893425,124.8456,-62.06908,121.405,8.20833,49.8568635,-5.39783,-49.5638,7.77238,7.18436,8.05,6.348,5.699,5.686,5.632
HD 5388,1,1,0,0,13.79903,-47.4067326,301.09815,-69.70814,53.0661,18.8155,195.4317311,-80.39,-178.132,6.59149,6.2364,6.73,5.795,5.441,5.4,5.365
HD 55696,1,1,0,0,108.0622029,-38.174639,249.5859,-12.614,77.9693,12.7967,39.0029766,-31.5173,-22.9759,7.81135,7.4193,7.95,6.9,6.591,6.569,6.684
HD 5583,1,1,0,0,14.486946,34.9853306,124.44019,-27.86735,219.216,4.53436,128.6367175,120.221,-45.7637,7.30769,6.7166,7.604,5.813,5.221,5.223,5.16
HD 5608,2,1,0,0,14.5594349,33.9505774,124.54264,-28.8999,58.1105,17.1801,80.0315175,36.419,-71.265,5.72695,5.1421,6.00272,4.478,3.826,3.655,3.633
HD 564,1,1,0,0,2.4694459,-50.2678998,319.09478,-65.53602,51.1659,19.5154,97.4780694,-95.9148,-17.3875,8.17077,7.767,8.32,7.218,6.893,6.827,6.851
HD 56414,1,1,0,0,107.8436846,-68.8333403,279.8541,-23.40952,272.217,3.64491,35.0449149,-0.917594,35.0329,9.20475,9.0963,9.217,8.887,8.823,8.784,9.064
HD 56957,1,1,0,0,109.3253986,-40.6560651,252.31433,-12.7706,61.4925,16.2332,124.8321356,50.1512,114.315,7.39841,6.9603,7.57,6.365,5.986,5.982,5.975
HD 5891,1,1,0,0,15.1383168,20.2923139,125.83275,-42.52809,283.502,3.49959,40.2413246,3.23479,-40.1111,7.79825,7.1888,8.09,6.239,5.621,5.593,5.49
HD 59686,2,1,0,0,112.9518629,17.0857195,201.80435,16.44195,89.2721,11.1741,85.8179533,39.7116,-76.077,5.13228,4.4987,5.44299,3.63,2.922,1.89,2.849
HD 60292,1,1,0,0,114.6201698,66.2350517,149.84929,29.36828,315.211,3.14387,27.2640659,5.63492,-26.6754,6.53238,5.81257,6.94657,4.898,3.926,3.864,3.799
HD 60532,1,2,0,0,113.5130656,-22.2958661,237.49768,-1.18976,25.9716,38.4773,61.2130787,-39.8357,46.4775,4.30793,3.943,4.44,3.703,3.355,3.177,3.131
HD 6061,2,1,0,0,15.5981441,37.1854394,125.35178,-25.63483,67.6203,14.7597,14.1470505,-9.87574,-10.1296,8.69933,8.297,8.844,7.711,7.392,7.33,7.359
HD 62364,1,2,0,0,113.9052658,-75.5442707,287.43448,-23.51453,53.112,18.7992,123.682891,-123.357,-8.97263,7.1814,6.8134,7.32,6.347,6.001,6.105,5.956
HD 62509,1,1,0,0,116.328824,28.026127,192.22932,23.40613,10.34,96.74,627.6878205,-626,-46,,0.443,1.12512,-0.315,-0.936,-0.908,-1.174
